date,year_week,cases_weekly,deaths_weekly,country,population,continent,notification_rate_per_100000_population_14_days,cum_cases,cum_cases_per100000,weekly_cases_per100000,cum_deaths,cum_deaths_per100000,weekly_deaths_per100000
2020-09-21,2020-38,2080,12,Sweden,10230185,Western Europe,35.89,89239,872.3107157886196,20.33198813120193,5830,56.98821673312848,0.11729993152616497
2020-09-28,2020-39,2919,11,Sweden,10230185,Western Europe,48.87,92158,900.8439241323592,28.533208343739627,5841,57.0957416703608,0.10752493723231789
2020-10-05,2020-40,3642,17,Sweden,10230185,Western Europe,64.13,95800,936.4444533505504,35.60052921819107,5858,57.2619165733562,0.1661749029954004
2020-10-12,2020-41,4278,22,Sweden,10230185,Western Europe,77.42,100078,978.2618789396281,41.817425589077814,5880,57.476966447820836,0.21504987446463578
2020-10-19,2020-42,5620,16,Sweden,10230185,Western Europe,96.75,105698,1033.1973468710487,54.9354679314206,5896,57.63336635652239,0.1563999087015533
2020-10-26,2020-43,9156,43,Sweden,10230185,Western Europe,144.44,114854,1122.6971946255126,89.49984775446387,5939,58.05369111115781,0.42032475463542446
2020-11-02,2020-44,18475,82,Sweden,10230185,Western Europe,270.09,133329,1303.2902142043374,180.59301957882482,6021,58.855240643253275,0.8015495320954606
2020-11-09,2020-45,25405,157,Sweden,10230185,Western Europe,428.93,158734,1551.6239442395224,248.33373003518508,6178,60.389914747387266,1.5346741041339917
2020-11-16,2020-46,31320,235,Sweden,10230185,Western Europe,554.49,190054,1857.776765522813,306.15282128329056,6413,62.68703840644133,2.297123659054064
2020-11-23,2020-47,31945,332,Sweden,10230185,Western Europe,618.42,221999,2170.038958239758,312.262192716945,6745,65.93233651199856,3.245298105557231
2020-11-30,2020-48,35559,418,Sweden,10230185,Western Europe,659.85,257558,2517.6279803346665,347.58902209490833,7163,70.01828412682664,4.08594761482808
2020-12-07,2020-49,36841,476,Sweden,10230185,Western Europe,707.71,294399,2877.7485451142866,360.1205647796203,7639,74.67118141069786,4.65289728387121
2020-12-14,2020-50,43631,499,Sweden,10230185,Western Europe,786.61,338030,3304.241321149129,426.492776034842,8138,79.54890356332754,4.877722152629693
2020-12-21,2020-51,46181,645,Sweden,10230185,Western Europe,877.91,384211,3755.6603326332806,451.41901148415207,8783,85.85377488285891,6.304871319531367
2020-12-28,2020-52,37138,638,Sweden,10230185,Western Europe,814.44,421349,4118.684070718174,363.0237380848929,9421,92.09022124233334,6.236446359474438
2021-01-04,2020-53,41336,657,Sweden,10230185,Western Europe,767.08,462685,4522.743234848636,404.05916413046293,10078,98.51239249339088,6.422171251057532
2021-01-11,2021-01,39467,637,Sweden,10230185,Western Europe,789.85,502152,4908.532934643899,385.7896997952627,10715,104.73906385857147,6.22667136518059
2021-01-18,2021-02,28957,569,Sweden,10230185,Western Europe,668.84,531109,5191.587444410829,283.0545097669299,11284,110.30103561177046,5.561971753198989
2021-01-25,2021-03,23255,400,Sweden,10230185,Western Europe,510.37,554364,5418.904936714243,227.31749230341387,11684,114.21103332930929,3.9099977175388325
2021-02-01,2021-04,20683,89,Sweden,10230185,Western Europe,429.49,575047,5621.081143693882,202.17620697963918,11773,115.08100782146168,0.8699744921523902
2020-01-06,2020-01,0,0,United_Kingdom,66647112,Western Europe,NA,0,0,0,0,0,0
2020-01-13,2020-02,0,0,United_Kingdom,66647112,Western Europe,0,0,0,0,0,0,0
2020-01-20,2020-03,0,0,United_Kingdom,66647112,Western Europe,0,0,0,0,0,0,0
2020-01-27,2020-04,0,0,United_Kingdom,66647112,Western Europe,0,0,0,0,0,0,0
2020-02-03,2020-05,2,0,United_Kingdom,66647112,Western Europe,0,2,0.003000880218185598,0.003000880218185598,0,0,0
2020-02-10,2020-06,6,0,United_Kingdom,66647112,Western Europe,0.01,8,0.012003520872742392,0.009002640654556793,0,0,0
2020-02-17,2020-07,2,0,United_Kingdom,66647112,Western Europe,0.01,10,0.01500440109092799,0.003000880218185598,0,0,0
2020-02-24,2020-08,1,0,United_Kingdom,66647112,Western Europe,0,11,0.016504841200020787,0.001500440109092799,0,0,0
2020-03-02,2020-09,36,0,United_Kingdom,66647112,Western Europe,0.06,47,0.07052068512736155,0.05401584392734077,0,0,0
2020-03-09,2020-10,365,2,United_Kingdom,66647112,Western Europe,0.6,412,0.6181813249462332,0.5476606398188716,2,0.003000880218185598,0.003000880218185598
2020-03-16,2020-11,2193,41,United_Kingdom,66647112,Western Europe,3.84,2605,3.9086464841867414,3.290465159240508,43,0.06451892469099035,0.06151804447280476
2020-03-23,2020-12,6329,245,United_Kingdom,66647112,Western Europe,12.79,8934,13.404931934635066,9.496285450448324,288,0.43212675141872614,0.36760782672773573
2020-03-30,2020-13,17889,1388,United_Kingdom,66647112,Western Europe,36.34,26823,40.24630504619615,26.841373111561083,1676,2.5147376228395313,2.082610871420805
2020-04-06,2020-14,30357,4197,United_Kingdom,66647112,Western Europe,72.39,57180,85.79516543792624,45.5488603917301,5873,8.812084760702009,6.297347137862477
2020-04-13,2020-15,32205,6440,United_Kingdom,66647112,Western Europe,93.87,89385,134.11683915125985,48.321673713333595,12313,18.474919063259634,9.662834302557625
2020-04-20,2020-16,32027,6166,United_Kingdom,66647112,Western Europe,96.38,121412,182.1714345251749,48.05459537391507,18479,27.726632775925832,9.251713712666199
2020-04-27,2020-17,32830,5512,United_Kingdom,66647112,Western Europe,97.31,154242,231.4308833066915,49.25944878151659,23991,35.99705865724534,8.270425881319508
2020-05-04,2020-18,31282,4227,United_Kingdom,66647112,Western Europe,96.2,185524,278.36765079933247,46.93676749264094,28218,42.3394189983806,6.342360341135262
2020-05-11,2020-19,22867,3174,United_Kingdom,66647112,Western Europe,81.25,208391,312.67821477395745,34.31056397462503,31392,47.10181590464115,4.762396906260544
2020-05-18,2020-20,19857,2428,United_Kingdom,66647112,Western Europe,64.1,228248,342.4724540202132,29.79423924625571,33820,50.74488448951846,3.643068584877316
2020-05-25,2020-21,16360,2137,United_Kingdom,66647112,Western Europe,54.34,244608,367.0196542049714,24.547200184758193,35957,53.951325002649774,3.2064405131313114
2020-06-01,2020-22,10907,1488,United_Kingdom,66647112,Western Europe,40.91,255515,383.38495447484655,16.36530026987516,37445,56.183979884979856,2.232654882330085
2020-06-08,2020-23,8524,1174,United_Kingdom,66647112,Western Europe,29.16,264039,396.17470596475357,12.789751489907019,38619,57.945496573054804,1.761516688074946
2020-06-15,2020-24,7136,747,United_Kingdom,66647112,Western Europe,23.5,271175,406.8818465832398,10.707140618486214,39366,59.06632533454712,1.120828761492321
2020-06-22,2020-25,6680,512,United_Kingdom,66647112,Western Europe,20.73,277855,416.9047865119797,10.022939928739897,39878,59.83455067040264,0.7682253358555131
2020-06-29,2020-26,5240,442,United_Kingdom,66647112,Western Europe,17.89,283095,424.76709268362595,7.862306171646267,40320,60.49774519862166,0.6631945282190171
2020-07-06,2020-27,4026,312,United_Kingdom,66647112,Western Europe,13.9,287121,430.8078645628335,6.040771879207608,40632,60.96588251265861,0.4681373140369533
2020-07-13,2020-28,4271,213,United_Kingdom,66647112,Western Europe,12.45,291392,437.2162442687689,6.408379705935345,40845,61.285476255895375,0.3195937432367662
2020-07-20,2020-29,4310,150,United_Kingdom,66647112,Western Europe,12.88,295702,443.68314113895883,6.466896870189964,40995,61.51054227225929,0.22506601636391985
2020-07-27,2020-30,4549,116,United_Kingdom,66647112,Western Europe,13.29,300251,450.508643195222,6.825502056263143,41111,61.68459332491406,0.1740510526547647
2020-08-03,2020-31,4444,96,United_Kingdom,66647112,Western Europe,13.49,304695,457.1765990400304,6.667955844808398,41207,61.82863557538697,0.1440422504729087
2020-08-10,2020-32,6130,71,United_Kingdom,66647112,Western Europe,15.87,310825,466.3742969087692,9.197697868738858,41278,61.935166823132555,0.10653124774558873
2020-08-17,2020-33,7659,88,United_Kingdom,66647112,Western Europe,20.69,318484,477.866167704311,11.491870795541747,41366,62.06720555273272,0.1320387296001663
2020-08-24,2020-34,7158,63,United_Kingdom,66647112,Western Europe,22.23,325642,488.60631800519724,10.740150300886254,41429,62.16173327960557,0.09452772687284634
2020-08-31,2020-35,8825,70,United_Kingdom,66647112,Western Europe,23.98,334467,501.8477019679412,13.241383962743951,41499,62.266764087242066,0.10503080763649593
2020-09-07,2020-36,12685,52,United_Kingdom,66647112,Western Europe,32.27,347152,520.8807847517834,19.033082783842154,41551,62.34478697291489,0.07802288567282555
2020-09-14,2020-37,21352,77,United_Kingdom,66647112,Western Europe,51.07,368504,552.9181819611329,32.03739720934944,41628,62.46032086131504,0.11553388840014553
2020-09-21,2020-38,25753,149,United_Kingdom,66647112,Western Europe,70.68,394257,591.5590160905997,38.64083412946685,41777,62.68388643756986,0.22356557625482706
2020-09-28,2020-39,40712,211,United_Kingdom,66647112,Western Europe,99.73,434969,652.6449338119857,61.08591772138603,41988,63.000479300588445,0.3165928630185806
2020-10-05,2020-40,68009,362,United_Kingdom,66647112,Western Europe,163.13,502978,754.6883651912779,102.04343137929217,42350,63.54363862008004,0.5431593194915932
2020-10-12,2020-41,100738,475,United_Kingdom,66647112,Western Europe,253.19,603716,905.8397009010682,151.15133570979037,42825,64.25634767189912,0.7127090518190795
2020-10-19,2020-42,118693,821,United_Kingdom,66647112,Western Europe,329.24,722409,1083.93143876962,178.0917378685516,43646,65.4882090014643,1.231861329565188
2020-10-26,2020-43,151391,1250,United_Kingdom,66647112,Western Europe,405.24,873800,1311.0845673252877,227.15312855566793,44896,67.3637591378303,1.8755501363659988
2020-11-02,2020-44,161114,1821,United_Kingdom,66647112,Western Europe,468.9,1034914,1552.826475061665,241.74190773637721,46717,70.09606057648828,2.732301438657987
2020-11-09,2020-45,157099,2327,United_Kingdom,66647112,Western Europe,477.46,1192013,1788.5441157600346,235.71764069836962,49044,73.58758471034723,3.491524133858943
2020-11-16,2020-46,177305,2890,United_Kingdom,66647112,Western Europe,501.75,1369318,2054.5796493027333,266.0355335426987,51934,77.92385662562542,4.336271915278189
2020-11-23,2020-47,142727,2817,United_Kingdom,66647112,Western Europe,480.19,1512045,2268.7329647532215,214.15331545048792,54751,82.15059641293983,4.226739787314415
2020-11-30,2020-48,105282,3494,United_Kingdom,66647112,Western Europe,372.12,1617327,2426.702300318729,157.96933556550806,58245,87.39313415411007,5.242537741170239
2020-12-07,2020-49,105915,3000,United_Kingdom,66647112,Western Europe,316.89,1723242,2585.621414473293,158.9191141545638,61245,91.89445448138848,4.501320327278397
2020-12-14,2020-50,126161,2925,United_Kingdom,66647112,Western Europe,348.22,1849403,2774.91843907655,189.2970246032566,64170,96.28324180048492,4.388787319096437
2020-12-21,2020-51,190744,3231,United_Kingdom,66647112,Western Europe,475.5,2040147,3061.1183872453466,286.1999481687969,67401,101.13116379296375,4.847921992478834
2020-12-28,2020-52,289583,3708,United_Kingdom,66647112,Western Europe,720.7,2329730,3495.6203353567666,434.50194811142,71109,106.69479571747985,5.563631924516098
2021-01-04,2020-53,325049,3915,United_Kingdom,66647112,Western Europe,922.22,2654779,3983.336892377272,487.7165570205052,75024,112.56901874457816,5.874223027098308
2021-01-11,2021-01,417570,6407,United_Kingdom,66647112,Western Europe,1114.26,3072349,4609.875668731152,626.53877635388,81431,122.18233852353572,9.613319778957564
2021-01-18,2021-02,323610,7830,United_Kingdom,66647112,Western Europe,1112.1,3395959,5095.433092434672,485.55742370352067,89261,133.93078457773234,11.748446054196616
2021-01-25,2021-03,251504,8678,United_Kingdom,66647112,Western Europe,862.92,3647463,5472.799781631948,377.3666891972753,97939,146.95160384443963,13.02081926670731
2021-02-01,2021-04,169713,8219,United_Kingdom,66647112,Western Europe,632.01,3817176,5727.443973866414,254.6441922344662,106158,159.28372110107335,12.332117256633715
2020-01-06,2020-01,0,0,United_States_of_America,329064917,USA,NA,0,0,0,0,0,0
2020-01-13,2020-02,0,0,United_States_of_America,329064917,USA,0,0,0,0,0,0,0
2020-01-20,2020-03,0,0,United_States_of_America,329064917,USA,0,0,0,0,0,0,0
2020-01-27,2020-04,5,0,United_States_of_America,329064917,USA,0,5,0.0015194570255570574,0.0015194570255570574,0,0,0
2020-02-03,2020-05,6,0,United_States_of_America,329064917,USA,0,11,0.0033428054562255264,0.001823348430668469,0,0,0
2020-02-10,2020-06,1,0,United_States_of_America,329064917,USA,0,12,0.003646696861336938,3.0389140511141147e-4,0,0,0
2020-02-17,2020-07,3,0,United_States_of_America,329064917,USA,0,15,0.004558371076671172,9.116742153342345e-4,0,0,0
2020-02-24,2020-08,20,0,United_States_of_America,329064917,USA,0.01,35,0.010636199178899401,0.00607782810222823,0,0,0
2020-03-02,2020-09,54,2,United_States_of_America,329064917,USA,0.02,89,0.027046335054915622,0.01641013587601622,2,6.077828102228229e-4,6.077828102228229e-4
2020-03-09,2020-10,465,19,United_States_of_America,329064917,USA,0.16,554,0.16835583843172197,0.14130950337680634,21,0.006381719507339641,0.005773936697116819
2020-03-16,2020-11,3220,48,United_States_of_America,329064917,USA,1.12,3774,1.146886162890467,0.978530324458745,69,0.020968506952687392,0.014586787445347752
2020-03-23,2020-12,31432,402,United_States_of_America,329064917,USA,10.53,35206,10.698800808352352,9.551914645461887,471,0.14313285180747481,0.12216434485478742
2020-03-30,2020-13,107819,2038,United_States_of_America,329064917,USA,42.32,143025,43.46406821605963,32.76526740770728,2509,0.7624635354245314,0.6193306836170566
2020-04-06,2020-14,194610,7138,United_States_of_America,329064917,USA,91.91,337635,102.60437456479141,59.14030634873179,9647,2.9316403851097865,2.1691768496852553
2020-04-13,2020-15,219936,12461,United_States_of_America,329064917,USA,125.98,557571,169.4410346393748,66.83666007458339,22108,6.7184311842030855,3.7867907990932985
2020-04-20,2020-16,202116,18574,United_States_of_America,329064917,USA,128.26,759687,230.86234987487285,61.42131523549804,40682,12.362910142742441,5.644478958539357
2020-04-27,2020-17,206223,14194,United_States_of_America,329064917,USA,124.09,965910,293.53174711116344,62.669397236290614,54876,16.676344746893818,4.313434604151374
2020-05-04,2020-18,192131,12806,United_States_of_America,329064917,USA,121.06,1158041,351.9187066666241,58.3869595554606,67682,20.567978080750553,3.8916333338567353
2020-05-11,2020-19,171758,11846,United_States_of_America,329064917,USA,110.58,1329799,404.11448662574986,52.195779959125815,79528,24.167875665700333,3.5998975849497805
2020-05-18,2020-20,156958,10034,United_States_of_America,329064917,USA,99.89,1486757,451.8126737892268,47.69818716347692,89562,27.217122024588235,3.0492463588879026
2020-05-25,2020-21,156481,8158,United_States_of_America,329064917,USA,95.25,1643238,499.3659047524656,47.55323096323878,97720,29.696268107487132,2.479146082898895
2020-06-01,2020-22,146953,6663,United_States_of_America,329064917,USA,92.21,1790191,544.0236584078028,44.65775365533725,104383,31.721096539744465,2.0248284322573347
2020-06-08,2020-23,152172,6131,United_States_of_America,329064917,USA,90.9,1942363,590.2674213064165,46.24376289861371,110514,33.58425474448253,1.8631582047380637
2020-06-15,2020-24,151706,5218,United_States_of_America,329064917,USA,92.35,2094069,636.3695708102483,46.10214950383179,115732,35.169960096353876,1.585705351871345
2020-06-22,2020-25,186843,4243,United_States_of_America,329064917,USA,102.88,2280912,693.1495526154798,56.77998180523146,119975,36.459371328241595,1.289411231887719
2020-06-29,2020-26,268084,5829,United_States_of_America,329064917,USA,138.25,2548996,774.6179760633675,81.46842344788763,125804,38.23075432863601,1.7713830003944175
2020-07-06,2020-27,339639,4143,United_States_of_America,329064917,USA,184.68,2888635,877.8313490040022,103.21337294063468,129947,39.48977642001259,1.2590220913765777
2020-07-13,2020-28,416307,5258,United_States_of_America,329064917,USA,229.73,3304942,1004.3434681917184,126.51211918771638,135205,41.08763742808839,1.5978610080758016
2020-07-20,2020-29,468318,5329,United_States_of_America,329064917,USA,268.83,3773260,1146.6612832506844,142.317815058966,140534,42.7070747259271,1.6194372978387117
2020-07-27,2020-30,460760,6401,United_States_of_America,329064917,USA,282.34,4234020,1286.6822870698184,140.02100381913397,146935,44.652283610045245,1.945208884118145
2020-08-03,2020-31,433935,7925,United_States_of_America,329064917,USA,271.89,4667955,1418.5514039468387,131.86911687702033,154860,47.06062299555318,2.408339385507936
2020-08-10,2020-32,376909,8078,United_States_of_America,329064917,USA,246.41,5044864,1533.0908095559757,114.53940560913699,162938,49.51545776604316,2.454834770489982
2020-08-17,2020-33,358405,7114,United_States_of_America,329064917,USA,223.46,5403269,1642.0070086049311,108.91619904895543,170052,51.677341222005744,2.1618834559625815
2020-08-24,2020-34,299342,6754,United_States_of_America,329064917,USA,199.88,5702611,1732.9744695937914,90.96746098886014,176806,53.72982377212822,2.0524825501224733
2020-08-31,2020-35,294552,6263,United_States_of_America,329064917,USA,180.48,5997163,1822.4862907521679,89.51182115837648,183069,55.63309564234099,1.9032718702127702
2020-09-07,2020-36,279258,5872,United_States_of_America,329064917,USA,174.38,6276421,1907.3503967607703,84.86410600860255,188941,57.4175459731552,1.7844503308142083
2020-09-14,2020-37,243558,5138,United_States_of_America,329064917,USA,158.88,6519979,1981.3655796068956,74.01518284612516,194079,58.97894001261763,1.5613940394624322
2020-09-21,2020-38,284835,5430,United_States_of_America,329064917,USA,160.57,6804814,2067.9244879818043,86.5589083749089,199509,60.62907034237259,1.6501303297549643
2020-09-28,2020-39,310232,5247,United_States_of_America,329064917,USA,180.84,7115046,2162.201326372328,94.27683839052341,204756,62.22358854499217,1.594518202619576
2020-10-05,2020-40,302799,5038,United_States_of_America,329064917,USA,186.29,7417845,2254.219339948658,92.01801357633029,209794,63.75459344394346,1.531004898951291
2020-10-12,2020-41,344699,4977,United_States_of_America,329064917,USA,196.77,7762544,2358.9704033991566,104.75106345049842,214771,65.26706096718296,1.5124675232394948
2020-10-19,2020-42,392051,4903,United_States_of_America,329064917,USA,223.89,8154595,2478.1113326644904,119.14092926533398,219674,66.7570405264442,1.4899795592612506
2020-10-26,2020-43,481570,5556,United_States_of_America,329064917,USA,265.49,8636165,2624.4563166239927,146.34498395950243,225230,68.4454611732432,1.6884206467990022
2020-11-02,2020-44,571197,5766,United_States_of_America,329064917,USA,319.93,9207362,2798.038175549416,173.5818589254229,230996,70.1976990151156,1.7522378418723987
2020-11-09,2020-45,764289,6576,United_States_of_America,329064917,USA,405.84,9971651,3030.2990336706116,232.26085812119558,237572,72.19608889512826,1.9983898800126418
2020-11-16,2020-46,1065410,8642,United_States_of_America,329064917,USA,556.03,11037061,3354.06797559036,323.7689419197489,246214,74.82231841810106,2.626229522972818
2020-11-23,2020-47,1209848,10568,United_States_of_America,329064917,USA,691.43,12246909,3721.7303842815913,367.66240869123095,256782,78.03384278731846,3.2115243692173965
2020-11-30,2020-48,1136412,10091,United_States_of_America,329064917,USA,713.01,13383321,4067.076223747061,345.34583946546934,266873,81.10041095629772,3.0665681689792534
2020-12-07,2020-49,1373677,15437,United_States_of_America,329064917,USA,762.79,14756998,4484.524857446289,417.44863369922837,282310,85.79158257700257,4.691171620704859
2020-12-14,2020-50,1499756,16867,United_States_of_America,329064917,USA,873.21,16256754,4940.287815610559,455.76295816427006,299177,90.91731890701675,5.125736330014178
2020-12-21,2020-51,1588085,18493,United_States_of_America,329064917,USA,938.37,17844839,5422.893197696915,482.6053820863559,317670,96.53718266174208,5.6198637547253325
2020-12-28,2020-52,1306812,15656,United_States_of_America,329064917,USA,879.73,19151651,5820.022132593369,397.12893489645387,333326,101.29490650016635,4.757723838424258
2021-01-04,2020-53,1488563,18264,United_States_of_America,329064917,USA,849.49,20640214,6272.383634260227,452.36150166685803,351590,106.84517912312117,5.550272622954819
2021-01-11,2021-01,1782792,22852,United_States_of_America,329064917,USA,994.14,22423006,6814.15880016161,541.7751659013835,374442,113.78970551272714,6.944526389605975
2021-01-18,2021-02,1515282,23169,United_States_of_America,329064917,USA,1002.26,23938288,7274.63997628164,460.48117612002983,397611,120.83056547775344,7.040859965026293
2021-01-25,2021-03,1358783,23518,United_States_of_America,329064917,USA,873.4,25297071,7687.562451393139,412.922475111499,421129,127.9774835431636,7.146918065410175
2021-02-01,2021-04,1024054,22226,United_States_of_America,329064917,USA,724.12,26321125,7998.763660363101,311.2012089699614,443355,134.73177391316983,6.754290370006232
