date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,dosen_erst_kumulativ,dosen_zweit_kumulativ,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-01-06,466707,62658,62650,8,466696,8,3,465275,1432,0.006,0,169498,225530,19910,180812,169086,225082,19910,180181,412,448,0,631,466707,0,0,465264,1432,8,0,3,0,465275,1432,62650,62642,8,6,6,0,2,2,0,0,21511,32965,3421,23156,62658,0,310168,310158,7,3,0
2021-01-07,522784,56077,56068,9,522770,11,3,521343,1441,0.006,0,189172,254868,22957,197233,188758,254418,22957,196600,414,450,0,633,522784,0,0,521329,1441,11,0,3,0,521343,1441,56074,56065,9,3,3,0,0,0,0,0,19674,29338,3047,16421,56077,0,316045,316032,10,3,0
2021-01-08,585820,63036,62713,323,585757,60,3,584056,1764,0.007,0,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,585820,0,0,583993,1764,60,0,3,0,584056,1764,62987,62664,323,49,49,0,0,0,0,0,22349,32447,3367,20986,63036,0,360150,360089,59,2,0
2021-01-09,647250,61430,61383,47,647187,60,3,645439,1811,0.008,0,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,647250,0,0,645376,1811,60,0,3,0,645439,1811,61430,61383,47,0,0,0,0,0,0,0,25801,25923,2683,25106,61430,0,369036,368975,59,2,0
2021-01-10,682760,35510,35501,9,682697,60,3,680940,1820,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,682760,0,0,680877,1820,60,0,3,0,680940,1820,35510,35501,9,0,0,0,0,0,0,0,15133,14556,1372,12990,35510,0,380650,380589,59,2,0
2021-01-11,750358,67598,67546,52,750293,62,3,748486,1872,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,750358,0,0,748421,1872,62,0,3,0,748486,1872,67596,67544,52,2,2,0,0,0,0,0,25058,31382,3208,20459,67598,0,400076,400013,61,2,0
2021-01-12,833366,83008,82948,60,833293,69,4,831434,1932,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,833366,0,0,831361,1932,69,0,4,0,831434,1932,83000,82940,60,7,7,0,1,1,0,0,28182,42162,2995,24957,83008,0,429317,429247,67,3,0
2021-01-13,945225,111859,111662,197,944354,867,4,943096,2129,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,945225,0,0,942225,2129,867,0,4,0,943096,2129,111061,110864,197,798,798,0,0,0,0,0,39472,57506,3903,35608,111859,0,478518,477658,859,1,0
2021-01-14,1028452,83227,83042,185,1022956,5492,4,1026138,2314,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,1028452,0,0,1020686,2270,5448,44,4,0,1026138,2314,78602,78461,141,4625,4581,44,0,0,0,0,29636,42257,2284,24124,83227,0,505668,500186,5481,1,0
2021-01-15,1120073,91621,91011,610,1109111,10953,9,1117149,2924,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,1120073,0,0,1106231,2880,10909,44,9,0,1117149,2924,86155,85545,610,5461,5461,0,5,5,0,0,33922,44572,3959,27739,91621,0,534253,523354,10893,6,0
2021-01-16,1177681,57608,56702,906,1164938,12734,9,1173851,3830,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,1177681,0,0,1161152,3786,12690,44,9,0,1173851,3830,55827,54921,906,1781,1781,0,0,0,0,0,24258,24954,2131,19596,57608,0,530431,517751,12674,6,0
2021-01-17,1226715,49034,31673,17361,1212666,14039,10,1205524,21191,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,1226715,0,0,1191519,21147,13995,44,10,0,1205524,21191,47728,30367,17361,1305,1305,0,1,1,0,0,20466,20375,2025,19746,49034,0,543955,529969,13979,7,0
2021-01-18,1309356,82641,66872,15769,1291266,18079,11,1272396,36960,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,1309356,0,0,1254351,36915,18034,45,11,0,1272396,36960,78600,62832,15768,4040,4039,1,1,1,0,0,29279,42881,2222,20356,82641,0,558998,540973,18017,8,0
2021-01-19,1427174,117818,82853,34965,1405566,21583,25,1355249,71925,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,1427174,0,0,1333690,71876,21534,49,25,0,1355249,71925,114300,79339,34961,3504,3500,4,14,14,0,0,37037,62085,3608,30943,117818,0,593808,572273,21514,21,0
2021-01-20,1559400,132226,80642,51584,1535025,24347,28,1435891,123509,0.017,0.001,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,1559400,0,0,1411565,123460,24298,49,28,0,1435891,123509,129459,77875,51584,2764,2764,0,3,3,0,0,48311,64071,4243,42235,132226,0,614175,590671,23480,24,0
2021-01-21,1667238,107838,65932,41906,1640119,27091,28,1501823,165415,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,1667238,0,0,1474754,165365,27041,50,28,0,1501823,165415,105094,63189,41905,2744,2743,1,0,0,0,0,42074,48464,4449,34117,107838,0,638786,617163,21599,24,0
2021-01-22,1771323,104085,68527,35558,1742093,29195,35,1570350,200973,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,1771323,0,0,1541172,200921,29143,52,35,0,1570350,200973,101974,66418,35556,2104,2102,2,7,7,0,0,43899,45386,3607,34447,104085,0,651250,632982,18242,26,0
2021-01-23,1856328,85005,40047,44958,1826714,29578,36,1610397,245931,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,1856328,0,0,1580835,245879,29526,52,36,0,1610397,245931,84621,39663,44958,383,383,0,1,1,0,0,37718,37100,3401,27274,85005,0,678647,661776,16844,27,0
2021-01-24,1905552,49224,26077,23147,1875690,29822,40,1636474,269078,0.02,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,1905552,0,0,1606664,269026,29770,52,40,0,1636474,269078,48976,25829,23147,244,244,0,4,4,0,0,23888,19078,917,15066,49224,0,678837,663024,15783,30,0
2021-01-25,1997349,91797,53111,38686,1965754,31553,42,1689585,307764,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,1997349,0,0,1658042,307712,31501,52,42,0,1689585,307764,90064,51378,38686,1731,1731,0,2,2,0,0,40720,41565,3496,25135,91797,0,687993,674488,13474,31,0
2021-01-26,2096072,98723,50289,48434,2062819,33205,48,1739874,356198,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,2096072,0,0,1706676,356143,33150,55,48,0,1739874,356198,97065,48634,48431,1652,1649,3,6,6,0,0,40197,45564,3787,26288,98723,0,668898,657253,11622,23,0
2021-01-27,2207261,111189,51554,59635,2172044,35161,56,1791428,415833,0.022,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,2207261,0,0,1756276,415768,35096,65,56,0,1791428,415833,109225,49600,59625,1956,1946,10,8,8,0,0,43262,52313,5172,30854,111189,0,647861,637019,10814,28,0
2021-01-28,2298486,91225,45127,46098,2261630,36797,59,1836555,461931,0.022,0.006,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,2298486,0,0,1799782,461848,36714,83,59,0,1836555,461931,89586,43506,46080,1636,1618,18,3,3,0,0,38156,40823,4188,24438,91225,0,631248,621511,9706,31,0
2021-01-29,2407597,109111,51467,57644,2369331,38202,64,1888022,519575,0.023,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,2407597,0,0,1849839,519492,38119,83,64,0,1888022,519575,107701,50057,57644,1405,1405,0,5,5,0,0,42904,47911,5533,29403,109111,0,636274,627238,9007,29,0
2021-01-30,2496121,88524,36359,52165,2456980,39076,65,1924381,571740,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,2496121,0,0,1885324,571656,38992,84,65,0,1924381,571740,87649,35485,52164,874,873,1,1,1,0,0,36518,36449,3961,27333,88524,0,639793,630266,9498,29,0
2021-01-31,2552635,56514,25983,30531,2513114,39453,68,1950364,602271,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,2552635,0,0,1910936,602178,39361,92,67,1,1950364,602271,56134,25612,30522,377,369,8,3,2,1,0,25453,22230,2107,15997,56514,0,647083,637424,9631,28,0
2021-02-01,2673265,120630,59147,61483,2631484,41662,119,2009511,663754,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,2673265,0,0,1967823,663661,41570,92,118,1,2009511,663754,118370,56887,61483,2209,2209,0,51,51,0,0,43309,63377,3710,27400,120630,0,675916,665730,10109,77,0
2021-02-02,2805202,131937,64208,67729,2760541,44529,132,2073719,731483,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,2805202,0,0,2029152,731389,44436,93,131,1,2073719,731483,129057,61329,67728,2867,2866,1,13,13,0,0,43459,70065,5194,30200,131937,0,709130,697722,11324,84,0
2021-02-03,2964883,159681,64237,95444,2913811,50915,156,2137957,826927,0.026,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,2964883,0,1,2086981,826830,50820,95,155,1,2137956,826927,153270,57829,95441,6386,6384,2,24,24,0,1,59350,77411,5926,42514,159681,0,757622,741767,15754,100,1
2021-02-04,3096727,131844,61069,70775,3039780,56785,161,2199026,897702,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,3096727,0,1,2142177,897603,56688,97,160,1,2199025,897702,125969,55196,70773,5870,5868,2,5,5,0,0,49003,64662,4567,31313,131844,0,798241,778150,19988,102,1
2021-02-05,3241603,144876,67690,77186,3178254,63179,169,2266716,974888,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,3241603,0,1,2203466,974788,63082,97,167,2,2266715,974888,138474,61289,77185,6394,6394,0,8,7,1,0,54538,70143,5321,33929,144876,0,834006,808923,24977,105,1
2021-02-06,3341884,100281,47217,53064,3276008,65705,170,2313933,1027952,0.028,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,3341884,0,1,2248156,1027852,65608,97,168,2,2313932,1027952,97754,44690,53064,2526,2526,0,1,1,0,0,39990,46078,4560,25804,100281,0,845763,819028,26629,105,1
2021-02-07,3396156,54272,28176,26096,3327880,68103,172,2342109,1054048,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,3396156,0,1,2273933,1053947,68005,98,170,2,2342108,1054048,51872,25777,26095,2398,2397,1,2,2,0,0,25641,21272,2718,13233,54272,0,843521,814766,28650,104,1
2021-02-08,3506099,109943,53158,56785,3433828,72074,196,2395267,1110833,0.029,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,3506099,0,1,2323097,1110731,71975,99,194,2,2395266,1110833,105948,49164,56784,3971,3970,1,24,24,0,0,52517,45804,3974,18776,109943,0,832834,802344,30412,77,1
2021-02-09,3640014,133915,59698,74217,3563694,76008,311,2454965,1185050,0.03,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,3640014,0,1,2379237,1184457,75418,590,309,2,2454964,1185050,129866,56140,73726,3934,3443,491,115,115,0,0,61170,58646,4448,22913,133915,0,834812,803153,31479,179,1
2021-02-10,3791974,151960,75165,76795,3704611,80021,7341,2530130,1261845,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,3791974,0,1,2444307,1260304,78483,1538,7339,2,2530129,1261845,140917,65070,75847,4013,3065,948,7030,7030,0,0,66918,66666,4008,29421,151960,0,827091,790800,29106,7185,0
2021-02-11,3933241,141267,73827,67440,3823298,87167,22773,2603959,1329285,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,3933241,0,3,2498415,1324883,82775,4392,22766,7,2603956,1329285,118687,54108,64579,7146,4292,2854,15432,15427,5,2,61016,67530,5474,25137,141267,0,836514,783518,30382,22612,2
2021-02-12,4090705,157464,81371,76093,3956567,96985,37148,2685332,1405378,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4090705,0,5,2560607,1395960,87581,9404,37139,9,2685327,1405378,133269,62192,71077,9818,4806,5012,14375,14373,2,2,71492,70677,6276,25475,157464,0,849102,778313,33806,36979,4
2021-02-13,4198389,107684,62105,45579,4048257,100171,49955,2747438,1450957,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4198389,0,6,2608265,1439992,89228,10943,49939,16,2747432,1450957,91690,47658,44032,3186,1647,1539,12807,12800,7,1,56331,41719,4604,17535,107684,0,856505,772249,34466,49785,5
2021-02-14,4263658,65269,40004,25265,4103829,102616,57206,2787443,1476222,0.034,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4263658,0,7,2639797,1464032,90470,12146,57169,37,2787436,1476222,55572,31532,24040,2445,1242,1203,7251,7230,21,1,38523,22724,1618,8066,65269,0,867502,775949,34513,57034,6
2021-02-15,4390528,126870,71240,55630,4210917,107588,72015,2858684,1531852,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4390528,0,8,2694044,1516873,92665,14923,71967,48,2858676,1531852,107088,54247,52841,4972,2195,2777,14809,14798,11,1,67469,48201,4035,19272,126870,0,884429,777089,35514,71819,7
2021-02-16,4527253,136725,82033,54692,4318205,113378,95661,2940718,1586544,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4527253,0,9,2749779,1568426,95324,18054,95606,55,2940709,1586544,107288,55735,51553,5790,2659,3131,23646,23639,7,1,66034,58031,2675,16982,136725,0,887239,754511,37370,95350,8
2021-02-17,4676594,149341,93566,55775,4440030,121165,115389,3034285,1642319,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4676594,0,10,2818938,1621092,100008,21157,115329,60,3034275,1642319,121825,69159,52666,7787,4684,3103,19728,19723,5,1,80408,57991,5087,21528,149341,0,884620,735419,41144,108048,9
2021-02-18,4819384,142790,91496,51294,4551083,129177,139113,3125782,1693613,0.038,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4819384,0,11,2882220,1668863,104502,24675,139049,64,3125771,1693613,111053,63282,47771,8012,4494,3518,23724,23720,4,1,75874,58183,3438,19017,142790,0,886143,727785,42010,116340,8
2021-02-19,4974075,154691,99850,54841,4670358,139160,164545,3225633,1748454,0.039,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4974075,0,12,2949739,1720619,111408,27752,164474,71,3225621,1748454,119275,67519,51756,9983,6906,3077,25432,25425,7,1,80761,60342,4872,17360,154691,0,883370,713791,42175,127397,7
2021-02-20,5087520,113445,76331,37114,4757610,143687,186210,3301965,1785568,0.04,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5087520,0,13,3000415,1757195,115407,28280,186130,80,3301952,1785568,87252,50676,36576,4527,3999,528,21665,21656,9,1,61600,43713,3658,13991,113445,0,889131,709353,43516,136255,7
2021-02-21,5173672,86152,57045,29107,4825238,146915,201505,3359011,1814675,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5173672,0,14,3039099,1786139,118476,28439,201422,83,3358997,1814675,67628,38684,28944,3228,3069,159,15295,15292,3,1,48786,30517,2566,10371,86152,0,910014,721409,44299,144299,7
2021-02-22,5334085,160413,100306,60107,4951388,156039,226643,3459318,1874782,0.042,0.023,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5334085,0,15,3106965,1844423,125787,30252,226551,92,3459303,1874782,126150,67866,58284,9124,7311,1813,25138,25129,9,1,79647,69613,4897,17850,160413,0,943557,740471,48451,154628,7
2021-02-23,5501270,167185,107427,59758,5083918,163196,254140,3566746,1934540,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5501270,0,16,3181407,1902511,131283,31913,254040,100,3566730,1934540,132530,74442,58088,7157,5496,1661,27497,27489,8,1,80209,72879,5300,17870,167185,0,974017,765713,49818,158479,7
2021-02-24,5677297,176027,116445,59582,5216757,170971,289552,3683192,1994122,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5677297,0,17,3256364,1960393,137370,33601,289441,111,3683175,1994122,132839,74957,57882,7775,6087,1688,35412,35401,11,1,84879,74824,6578,19035,176027,0,1000703,776727,49806,174163,7
2021-02-25,5866783,189486,130980,58506,5347973,177675,341118,3814172,2052628,0.046,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5866783,0,17,3330534,2017439,142622,35053,340999,119,3814155,2052628,131216,74170,57046,6704,5252,1452,51566,51558,8,0,82386,90489,6436,18119,189486,0,1047399,796890,48498,202005,6
2021-02-26,6076730,209947,144524,65423,5488296,186513,401904,3958696,2118051,0.048,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6076730,0,17,3407093,2081203,149823,36690,401763,141,3958679,2118051,140323,76559,63764,8838,7201,1637,60786,60764,22,0,88644,101335,7076,19689,209947,0,1102655,817938,47353,237359,5
2021-02-27,6225287,148557,108528,40029,5581128,190715,453427,4067224,2158080,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6225287,0,17,3460666,2120462,153261,37454,453280,147,4067207,2158080,92832,53573,39259,4202,3438,764,51523,51517,6,0,63656,72302,6710,12871,148557,0,1137767,823518,47028,267217,4
2021-02-28,6333343,108056,83772,24284,5643522,194666,495138,4150996,2182364,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6333343,0,17,3499137,2144385,156860,37806,494982,156,4150979,2182364,62394,38471,23923,3951,3599,352,41711,41702,9,0,48225,53289,4281,6661,108056,0,1159671,818284,47751,293633,3
2021-03-01,6529232,195889,146505,49384,5772180,204079,552956,4297501,2231748,0.052,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6529232,0,17,3580445,2191735,164248,39831,552791,165,4297484,2231748,128658,81308,47350,9413,7388,2025,57818,57809,9,0,102521,77964,7799,13259,195889,0,1195147,820792,48040,326313,2
2021-03-02,6749387,220155,166457,53698,5912819,214255,622296,4463958,2285446,0.054,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6749387,0,17,3670213,2242606,171609,42646,622119,177,4463941,2285446,140639,89768,50871,10176,7361,2815,69340,69328,12,0,110086,94219,9601,14607,220155,0,1248117,828901,51059,368156,1
2021-03-03,6993258,243871,174811,69060,6069751,228100,695390,4638769,2354506,0.056,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6993258,0,17,3763581,2306170,180028,48072,695143,247,4638752,2354506,156932,93368,63564,13845,8419,5426,73094,73024,70,0,120669,101381,11624,17234,243871,0,1315961,852994,57129,405838,0
2021-03-04,7237010,243752,180916,62836,6212186,242305,782502,4819685,2417342,0.058,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7237010,0,17,3848574,2363612,188885,53420,782209,293,4819668,2417342,142435,84993,57442,14205,8857,5348,87112,87066,46,0,111264,109772,12386,15763,243752,0,1370227,864213,64630,441384,0
2021-03-05,7506476,269466,202059,67407,6359480,255638,891341,5021744,2484749,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7506476,0,17,3934333,2425147,196381,59257,891013,328,5021727,2484749,147294,85759,61535,13333,7496,5837,108839,108804,35,0,117945,125041,14949,15447,269466,0,1429746,871184,69125,489437,0
2021-03-06,7708983,202507,153201,49306,6470286,264229,974451,5174945,2534055,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7708983,0,17,3998042,2472244,202777,61452,974109,342,5174928,2534055,110806,63709,47097,8591,6396,2195,83110,83096,14,0,89511,94681,10430,9518,202507,0,1483696,889158,73514,521024,0
2021-03-07,7859390,150407,115944,34463,6552789,270960,1035624,5290889,2568518,0.064,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7859390,0,17,4048436,2504353,207168,63792,1035268,356,5290872,2568518,82503,50394,32109,6731,4391,2340,61173,61159,14,0,71282,66068,8107,5565,150407,0,1526047,909267,76294,540486,0
2021-03-08,8098664,239274,186768,52506,6688533,281969,1128145,5477657,2621024,0.066,0.032,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8098664,0,17,4135047,2553486,214831,67138,1127762,383,5477640,2621024,135744,86611,49133,11009,7663,3346,92521,92494,27,0,118828,95840,16349,12320,239274,0,1569432,916353,77890,575189,0
2021-03-09,8349274,250610,195873,54737,6828689,294826,1225742,5673530,2675761,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8349274,0,17,4223866,2604823,224329,70497,1225318,424,5673513,2675761,140156,88819,51337,12857,9498,3359,97597,97556,41,0,120904,102416,17409,13547,250610,0,1599887,915870,80571,603446,0
