date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,dosen_biontech_dritt_kumulativ,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,dosen_moderna_dritt_kumulativ,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,dosen_astra_dritt_kumulativ,cum_vacs_jj,cum_vacs_first_dose_all,cum_vacs_second_dose_all,dosen_dritt_kumulativ,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,dosen_dritt_differenz_zum_vortag,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-05-30,50257214,36626947,24040494,12586376,77,3976349,2898421,1077907,21,9202100,8495846,706223,31,451818,35886579,14370506,129,283887,108927,174960,0,35886579,14822324,0.43156,0.17825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197391,59327,138064,47068,27387,19681,28394,11179,17215,11034,0,0,0,0,0,0,4803595,3371682,509017,607585,315311
2021-05-31,50804622,36994620,24152470,12842073,77,4043864,2926145,1117698,21,9271834,8534835,736968,31,494304,36107754,14696739,129,547408,221175,326233,0,36107754,15191043,0.43422,0.18268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367673,111976,255697,67515,27724,39791,69734,38989,30745,42486,0,0,0,0,0,0,5024791,3503425,514966,656650,349750
2021-06-01,51793818,37728707,24468846,13259782,79,4123773,2955917,1167835,21,9362464,8589038,773395,31,578874,36592675,15201012,131,989196,484921,504273,2,36592675,15779886,0.44005,0.18976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734087,316376,417709,79909,29772,50137,90630,54203,36427,84570,0,0,0,0,0,0,5357966,3790601,515047,643160,409158
2021-06-02,53043255,38718262,24918513,13799670,79,4196438,2980412,1216005,21,9444802,8632061,812710,31,683753,37214739,15828385,131,1249437,622064,627373,0,37214739,16512138,0.44753,0.19857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989555,449667,539888,72665,24495,48170,82338,43023,39315,104879,0,0,0,0,0,0,5427119,3894660,505288,591411,435760
2021-06-03,53686598,39193720,25098513,14095128,79,4260811,3010163,1250627,21,9495076,8652950,842095,31,736991,37498617,16187850,131,643343,283878,359465,0,37498617,16924841,0.45095,0.20353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475458,180000,295458,64373,29751,34622,50274,20889,29385,53238,0,0,0,0,0,0,5028870,3630580,480443,509975,407872
2021-06-04,54498330,39779901,25326886,14452935,80,4332143,3038934,1293188,21,9572066,8687490,884545,31,814220,37867530,16630668,132,811732,368913,442818,1,37867530,17444888,0.45538,0.20979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586181,228373,357807,71332,28771,42561,76990,34540,42450,77229,0,0,0,0,0,0,4935886,3612757,465520,456375,401234
2021-06-05,54911558,40051203,25386110,14665013,80,4399183,3065231,1333931,21,9616338,8698428,917879,31,844834,37994603,16916823,132,413228,127073,286155,0,37994603,17761657,0.45691,0.2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271302,59224,212078,67040,26297,40743,44272,10938,33334,30614,0,0,0,0,0,0,4938231,3621647,469902,442632,404050
2021-06-06,55204094,40257162,25430165,14826917,80,4440235,3077226,1362988,21,9643615,8701986,941598,31,863082,38072459,17131503,132,292536,77856,214680,0,38072459,17994585,0.45785,0.2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205959,44055,161904,41052,11995,29057,27277,3558,23719,18248,0,0,0,0,0,0,4946880,3630215,463886,441515,411264
2021-06-07,55818867,40659653,25564848,15094725,80,4525429,3104828,1420580,21,9716220,8733169,983020,31,917565,38320410,17498325,132,614773,247951,366822,0,38320410,18415890,0.46083,0.22146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402491,134683,267808,85194,27602,57592,72605,31183,41422,54483,0,0,0,0,0,0,5014245,3665033,481565,444386,423261
2021-06-08,56876094,41510053,25850968,15659005,80,4600897,3131066,1469810,21,9779222,8765487,1013704,31,985922,38733442,18142519,133,1057227,413032,644194,1,38733442,19128441,0.4658,0.23003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850400,286120,564280,75468,26238,49230,63002,32318,30684,68357,0,0,0,0,0,0,5082276,3781346,477124,416758,407048
2021-06-09,58302962,42689705,26241777,16447846,82,4688250,3159525,1528704,21,9843285,8797919,1045335,31,1081722,39280941,19021885,136,1426868,547499,879366,3,39280941,20103607,0.47238,0.24176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179652,390809,788841,87353,28459,58894,64063,32432,31631,95800,0,0,0,0,0,0,5259707,3971443,491812,398483,397969
2021-06-10,59496680,43649266,26589756,17059428,82,4778108,3191609,1586478,21,9899132,8824868,1074232,32,1170174,39776405,19720138,137,1193718,495464,698253,1,39776405,20890312,0.47834,0.25122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959561,347979,611582,89858,32084,57774,55847,26949,28897,88452,0,0,0,0,0,0,5810082,4455546,517297,404056,433183
2021-06-11,60562070,44459611,26899040,17560488,83,4867226,3219862,1647343,21,9968272,8854495,1113745,32,1266961,40240356,20321576,138,1065390,463951,601438,1,40240356,21588537,0.48392,0.25962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810345,309284,501060,89118,28253,60865,69140,29627,39513,96787,0,0,0,0,0,0,6063740,4679710,535083,396206,452741
2021-06-12,60998066,44744916,26991440,17753393,83,4939205,3238621,1700563,21,10011740,8867667,1144041,32,1302205,40399931,20597997,138,435996,159575,276421,0,40399931,21900202,0.48584,0.26337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285305,92400,192905,71979,18759,53220,43468,13172,30296,35244,0,0,0,0,0,0,6086508,4693713,540022,395402,457371
2021-06-13,61281042,44924725,27035686,17888956,83,5002755,3254578,1748156,21,10037564,8872323,1165209,32,1315998,40478583,20802321,138,282976,78652,204324,0,40478583,22118319,0.48678,0.26599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179809,44246,135563,63550,15957,47593,25824,4656,21168,13793,0,0,0,0,0,0,6076948,4667563,562520,393949,452916
2021-06-14,61937198,45356772,27209845,18146844,83,5104159,3278241,1825897,21,10105030,8889979,1215018,33,1371237,40749300,21187759,139,656156,270717,385438,1,40749300,22558996,0.49004,0.27129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432047,174159,257888,101404,23663,77741,67466,17656,49809,55239,0,0,0,0,0,0,6118331,4697119,578730,388810,453672
2021-06-15,62987153,46158255,27511732,18646440,83,5208897,3306821,1902055,21,10189676,8909665,1279978,33,1430325,41158541,21828473,139,1049955,409241,640714,0,41158541,23258798,0.49496,0.2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801483,301887,499596,104738,28580,76158,84646,19686,64960,59088,0,0,0,0,0,0,6111059,4648202,608000,410454,444403
2021-06-16,64371731,47263174,27922129,19340962,83,5315522,3339260,1976241,21,10286420,8935237,1351150,33,1506615,41703239,22668353,139,1384578,544698,839880,0,41703239,24174968,0.50151,0.29072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104919,410397,694522,106625,32439,74186,96744,25572,71172,76290,0,0,0,0,0,0,6068769,4573469,627272,443135,424893
2021-06-17,65520966,48148273,28271612,19876578,83,5419194,3369033,2050140,21,10378605,8957569,1421003,33,1574894,42173106,23347721,139,1149235,469867,679368,0,42173106,24922615,0.50716,0.29971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885099,349483,535616,103672,29773,73899,92185,22332,69853,68279,0,0,0,0,0,0,6024286,4499007,641086,479473,404720
2021-06-18,66515109,48882608,28565125,20317398,85,5513731,3400347,2113363,21,10475025,8979735,1495257,33,1643745,42588950,23926018,141,994143,415844,578297,2,42588950,25569763,0.51216,0.3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734335,293513,440820,94537,31314,63223,96420,22166,74254,68851,0,0,0,0,0,0,5953039,4422997,646505,506753,376784
2021-06-19,66942828,49155798,28657554,20498158,86,5596158,3421355,2174782,21,10525983,8986306,1539644,33,1664889,42730102,24212584,142,427719,141152,286566,1,42730102,25877473,0.51386,0.3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273190,92429,180760,82427,21008,61419,50958,6571,44387,21144,0,0,0,0,0,0,5944762,4410882,656953,514243,362684
2021-06-20,67237950,49334794,28706942,20627766,86,5667613,3437371,2230221,21,10557840,8988934,1568873,33,1677703,42810948,24426860,142,295122,80846,214276,0,42810948,26104563,0.51483,0.31393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178996,49388,129608,71455,16016,55439,31857,2628,29229,12814,0,0,0,0,0,0,5956908,4410069,664858,520276,361705
2021-06-21,67869922,49747044,28878296,20868662,86,5765371,3462481,2302869,21,10643428,9002947,1640448,33,1714079,43057801,24811979,142,631972,246853,385119,0,43057801,26526058,0.5178,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412250,171354,240896,97758,25110,72648,85588,14013,71575,36376,0,0,0,0,0,0,5932724,4390272,661212,538398,342842
2021-06-22,68949470,50593583,29209534,21383961,88,5861365,3493209,2368134,22,10746150,9019222,1726895,33,1748372,43470334,25478990,146,1079548,412533,667011,4,43470334,27227362,0.52276,0.32743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846539,331238,515299,95994,30728,65265,102722,16275,86447,34293,0,0,0,0,0,0,5962317,4435328,652468,556474,318047
2021-06-23,70286777,51684281,29649487,22034704,90,5957550,3523303,2434225,22,10861825,9039932,1821860,33,1783121,43995840,26290789,148,1337307,525506,811799,2,43995840,28073910,0.52908,0.33761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090698,439953,650743,96185,30094,66091,115675,20710,94965,34749,0,0,0,0,0,0,5915046,4421107,642028,575405,276506
2021-06-24,71324349,52483156,30083927,22399139,90,6044985,3558777,2486186,22,10972608,9061216,1911359,33,1823600,44527517,26796684,148,1037572,531677,505895,0,44527517,28620284,0.53548,0.34418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798875,434440,364435,87435,35474,51961,110783,21284,89499,40479,0,0,0,0,0,0,5803383,4334883,625791,594003,248706
2021-06-25,72246673,53178468,30419111,22759264,93,6121626,3585629,2535973,24,11082574,9081316,2001225,33,1864005,44950058,27296462,153,922324,422541,499778,5,44950058,29160467,0.54056,0.35068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695312,335184,360125,76641,26852,49787,109966,20100,89866,40405,0,0,0,0,0,0,5731564,4295860,607895,607549,220260
2021-06-26,72657080,53433910,30524473,22909340,97,6190731,3611270,2579437,24,11155170,9087644,2067493,33,1877269,45100653,27556270,157,410407,150595,259808,4,45100653,29433539,0.54237,0.35396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255442,105362,150076,69105,25641,43464,72596,6328,66268,13264,0,0,0,0,0,0,5714252,4278112,594573,629187,212380
2021-06-27,72949119,53606887,30591774,23015014,99,6248886,3630602,2618260,24,11211956,9091058,2120865,33,1881390,45194821,27754139,159,292039,94168,197869,2,45194821,29635529,0.5435,0.35639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172977,67301,105674,58155,19332,38823,56786,3414,53372,4121,0,0,0,0,0,0,5711169,4272093,581273,654116,203687
2021-06-28,73578907,54008336,30790309,23217927,100,6338951,3663057,2675870,24,11325770,9104844,2220893,33,1905850,45464057,28114690,160,629788,269236,360551,1,45464057,30020540,0.54674,0.36102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401449,198535,202913,90065,32455,57610,113814,13786,100028,24460,0,0,0,0,0,0,5708985,4261292,573580,682342,191771
2021-06-29,74513796,54694816,31136515,23558201,100,6431987,3696141,2735822,24,11458588,9116642,2341913,33,1928405,45877700,28635936,160,934889,413643,521246,0,45877700,30564341,0.55171,0.36756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686480,346206,340274,93036,33084,59952,132818,11798,121020,22555,0,0,0,0,0,0,5564326,4101233,570622,712438,180033
2021-06-30,75538763,55466104,31540734,23925265,105,6526169,3731015,2795130,24,11595244,9131188,2464023,33,1951246,46354180,29184418,165,1024967,476480,548482,5,46354180,31135664,0.55744,0.37443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771288,404219,367064,94182,34874,59308,136656,14546,122110,22841,0,0,0,0,0,0,5251986,3781823,568619,733419,168125
2021-07-01,76523182,56211357,31951231,24260018,108,6609729,3761644,2848061,24,11728094,9144802,2583258,34,1974002,46831676,29691337,169,984419,477496,506919,4,46831676,31665339,0.56319,0.3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745253,410497,334753,83560,30629,52931,132850,13614,119235,22756,0,0,0,0,0,0,5198833,3728201,564744,755486,150402
