date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,dosen_erst_kumulativ,dosen_zweit_kumulativ,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-01-29,2377868,108482,51318,57164,2339440,38361,67,1858591,519277,0.022,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,2377868,0,0,1820252,519188,38273,88,66,1,1858591,519277,107036,49872,57164,1441,1441,0,5,5,0,0,42904,47911,5533,29403,108482,0,630554,622239,8282,33,0
2021-01-30,2466220,88352,34493,53859,2426915,39235,70,1893084,573136,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,2466220,0,0,1853870,573045,39146,89,68,2,1893084,573136,87475,33618,53857,874,873,1,3,2,1,0,36518,36449,3961,27333,88352,0,632284,623453,8798,33,0
2021-01-31,2523390,57170,25807,31363,2483704,39612,74,1918891,604499,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,2523390,0,0,1879305,604399,39515,97,71,3,1918891,604499,56789,25435,31354,377,369,8,4,3,1,0,25453,22230,2107,15997,57170,0,641719,632706,8980,33,0
2021-02-01,2642857,119467,57841,61626,2600912,41820,125,1976732,666125,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,2642857,0,0,1934887,666025,41723,97,122,3,1976732,666125,117208,55582,61626,2208,2208,0,51,51,0,0,43309,63377,3710,27400,119467,0,670001,660144,9776,81,0
2021-02-02,2773485,130628,64399,66229,2728506,44841,138,2041131,732354,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,2773485,0,0,1996253,732253,44743,98,135,3,2041131,732354,127594,61366,66228,3021,3020,1,13,13,0,0,43459,70065,5194,30200,130628,0,703151,691703,11361,87,0
2021-02-03,2932568,159083,63333,95750,2881265,51140,162,2104465,828104,0.025,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,2932568,0,1,2053265,828000,51040,100,159,3,2104464,828104,152759,57012,95747,6299,6297,2,24,24,0,1,59350,77411,5926,42514,159083,0,753624,737646,15874,103,1
2021-02-04,3062934,130366,59996,70370,3005936,56831,166,2164461,898474,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,3062934,0,1,2107568,898368,56729,102,163,3,2164460,898474,124671,54303,70368,5691,5689,2,4,4,0,0,49003,64662,4567,31313,130366,0,793548,773532,19911,104,1
2021-02-05,3207228,144294,67818,76476,3143943,63110,174,2232279,974950,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,3207228,0,1,2169100,974843,63008,102,170,4,2232278,974950,138007,61532,76475,6279,6279,0,8,7,1,0,54538,70143,5321,33929,144294,0,829360,804503,24749,107,1
2021-02-06,3307653,100425,47031,53394,3241838,65639,175,2279310,1028344,0.027,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,3307653,0,1,2213601,1028237,65537,102,171,4,2279309,1028344,97895,44501,53394,2529,2529,0,1,1,0,0,39990,46078,4560,25804,100425,0,841433,814923,26404,105,1
2021-02-07,3360997,53344,28076,25268,3292786,68033,177,2307386,1053612,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,3360997,0,1,2239282,1053504,67930,103,173,4,2307385,1053612,50948,25681,25267,2394,2393,1,2,2,0,0,25641,21272,2718,13233,53344,0,837607,809082,28421,103,1
2021-02-08,3470123,109126,53048,56078,3397804,72117,201,2360434,1109690,0.028,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,3470123,0,1,2288223,1109581,72013,104,197,4,2360433,1109690,105018,48941,56077,4084,4083,1,24,24,0,0,52517,45804,3974,18776,109126,0,827266,796892,30297,76,1
2021-02-09,3603772,133649,60220,73429,3527706,75751,314,2420654,1183119,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,3603772,0,1,2344887,1182819,75456,295,310,4,2420653,1183119,129902,56664,73238,3634,3443,191,113,113,0,0,61170,58646,4448,22913,133649,0,830287,799200,30910,176,1
2021-02-10,3757374,153602,77046,76556,3669279,79847,8247,2497700,1259675,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,3757374,0,1,2410896,1258383,78571,1276,8232,15,2497699,1259675,141573,66009,75564,4096,3115,981,7933,7922,11,0,66918,66666,4008,29421,153602,0,824806,788014,28707,8085,0
2021-02-11,3898804,141430,73997,67433,3788138,87161,23502,2571699,1327108,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,3898804,0,3,2465362,1322776,82857,4304,23477,25,2571696,1327108,118859,54466,64393,7314,4286,3028,15255,15245,10,2,61016,67530,5474,25137,141430,0,835870,782202,30330,23336,2
2021-02-12,4054013,155209,78480,76729,3920694,96530,36783,2650182,1403837,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4054013,0,6,2526313,1394381,87427,9103,36436,347,2650176,1403837,132556,60951,71605,9369,4570,4799,13281,12959,322,3,71492,70677,6276,25475,155209,0,846785,776751,33420,36609,5
2021-02-13,4161181,107168,61625,45543,4011483,99721,49970,2711808,1449380,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4161181,0,7,2573110,1438373,89075,10646,49616,354,2711801,1449380,90789,46797,43992,3191,1648,1543,13187,13180,7,1,56331,41719,4604,17535,107168,0,853528,769645,34082,49795,6
2021-02-14,4226570,65389,39702,25687,4067144,102170,57248,2751511,1475067,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4226570,0,8,2604311,1462833,90319,11851,56873,375,2751503,1475067,55661,31201,24460,2449,1244,1205,7278,7257,21,1,38523,22724,1618,8066,65389,0,865573,774358,34137,57071,7
2021-02-15,4351080,124510,68881,55629,4171703,107324,72044,2820393,1530696,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4351080,0,9,2656216,1515487,92516,14808,71652,392,2820384,1530696,104559,51905,52654,5154,2197,2957,14796,14779,17,1,67469,48201,4035,19272,124510,0,880957,773899,35207,71843,8
2021-02-16,4488895,137815,82014,55801,4279699,113345,95841,2902408,1586497,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4488895,0,10,2711767,1567932,95191,18154,95440,401,2902398,1586497,107996,55551,52445,6021,2675,3346,23797,23788,9,1,66034,58031,2675,16982,137815,0,885123,751993,37594,95527,9
2021-02-17,4638973,150078,93641,56437,4401716,121316,115930,2996050,1642934,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4638973,0,11,2780539,1621177,99979,21337,115521,409,2996039,1642934,122017,68772,53245,7971,4788,3183,20089,20081,8,1,80408,57991,5087,21528,150078,0,881599,732437,41469,107683,10
2021-02-18,4780675,141702,90231,51471,4512139,129451,139073,3086282,1694405,0.037,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4780675,0,12,2843038,1669101,104570,24881,138662,411,3086270,1694405,110423,62499,47924,8135,4591,3544,23143,23141,2,1,75874,58183,3438,19017,141702,0,881871,724001,42290,115571,9
2021-02-19,4935165,154490,100240,54250,4631291,139260,164601,3186523,1748655,0.038,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4935165,0,13,2911053,1720238,111369,27891,164088,513,3186510,1748655,119152,68015,51137,9809,6799,3010,25528,25426,102,1,80761,60342,4872,17360,154490,0,881152,710597,42730,127818,7
2021-02-20,5047013,111848,75939,35909,4717125,143766,186108,3262463,1784564,0.039,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5047013,0,14,2961516,1755609,115347,28419,185586,522,3262449,1784564,85834,50463,35371,4506,3978,528,21507,21498,9,1,61600,43713,3658,13991,111848,0,885832,705642,44045,136138,7
2021-02-21,5132850,85837,57268,28569,4783510,147413,201912,3319732,1813133,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5132850,0,15,2999496,1784014,118834,28579,201387,525,3319717,1813133,66385,37980,28405,3647,3487,160,15804,15801,3,1,48786,30517,2566,10371,85837,0,906280,716366,45243,144664,7
2021-02-22,5291261,158411,98735,59676,4907851,156275,227119,3418468,1872809,0.041,0.023,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5291261,0,16,3065940,1841911,125927,30348,226585,534,3418452,1872809,124341,66444,57897,8862,7093,1769,25207,25198,9,1,79647,69613,4897,17850,158411,0,940181,736148,48951,155075,7
2021-02-23,5457696,166435,106857,59578,5039796,163299,254584,3525326,1932387,0.042,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5457696,0,17,3139972,1899824,131296,32003,254041,543,3525309,1932387,131945,74032,57913,7024,5369,1655,27465,27456,9,1,80209,72879,5300,17870,166435,0,968801,760097,49954,158743,7
2021-02-24,5631231,173535,114914,58621,5170157,170886,290170,3640241,1991008,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5631231,0,18,3213413,1956744,137197,33689,289613,557,3640223,1991008,130361,73441,56920,7587,5901,1686,35586,35572,14,1,84879,74824,6578,19035,173535,0,992258,768441,49570,174240,7
2021-02-25,5819534,188303,130364,57939,5299936,177593,341987,3770605,2048947,0.045,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5819534,0,18,3286743,2013193,142424,35169,341420,567,3770587,2048947,129779,73330,56449,6707,5227,1480,51817,51807,10,0,82386,90489,6436,18119,188303,0,1038859,787797,48142,202914,6
2021-02-26,6028195,208661,143195,65466,5439071,186335,402771,3913800,2114413,0.047,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6028195,0,18,3362080,2076991,149575,36760,402127,644,3913782,2114413,139135,75337,63798,8742,7151,1591,60784,60707,77,0,88644,101335,7076,19689,208661,0,1093030,807780,47075,238170,5
2021-02-27,6175503,147308,107361,39947,5531287,190411,453787,4021161,2154360,0.048,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6175503,0,18,3415089,2116198,152919,37492,453135,652,4021143,2154360,92216,53009,39207,4076,3344,732,51016,51008,8,0,63656,72302,6710,12871,147308,0,1128490,814162,46645,267679,4
2021-02-28,6282604,107101,82980,24121,5592508,194357,495721,4104141,2178481,0.049,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6282604,0,18,3452550,2139958,156513,37844,495060,661,4104123,2178481,61221,37461,23760,3946,3594,352,41934,41925,9,0,48225,53289,4281,6661,107101,0,1149754,808998,46944,293809,3
2021-03-01,6478358,195754,146268,49486,5721444,203917,552979,4250409,2227967,0.051,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6478358,0,18,3534034,2187410,164049,39868,552308,671,4250391,2227967,128936,81484,47452,9560,7536,2024,57258,57248,10,0,102521,77964,7799,13259,195754,0,1187097,813593,47642,325860,2
2021-03-02,6691308,212950,161330,51620,5856979,213865,620446,4411739,2279587,0.053,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6691308,0,18,3620829,2236150,171131,42734,619761,685,4411721,2279587,135535,86795,48740,9948,7082,2866,67467,67453,14,0,110086,94219,9601,14607,212950,0,1233612,817183,50566,365862,1
2021-03-03,6934403,243095,173451,69644,6013285,228255,692845,4585190,2349231,0.055,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6934403,0,18,3712969,2300316,180110,48145,692093,752,4585172,2349231,156306,92140,64166,14390,8979,5411,72399,72332,67,0,120669,101381,11624,17234,243095,0,1303172,843128,57369,402675,0
2021-03-04,7176905,242502,180182,62320,6153977,242608,780302,4765372,2411551,0.057,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7176905,0,18,3796697,2357280,189147,53461,779510,792,4765354,2411551,140692,83728,56964,14353,9037,5316,87457,87417,40,0,111264,109772,12386,15763,242502,0,1357371,854041,65015,438315,0
2021-03-05,7447500,270595,202816,67779,6301471,255771,890239,4968189,2479330,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7447500,0,19,3882330,2419141,196437,59334,889403,836,4968170,2479330,147494,85633,61861,13163,7290,5873,109937,109893,44,1,117945,125041,14949,15447,270595,0,1419305,862400,69436,487468,1
2021-03-06,7649164,201664,153073,48591,6411052,264243,973850,5121262,2527921,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7649164,0,19,3945532,2465520,202714,61529,972997,853,5121243,2527921,109581,63202,46379,8472,6277,2195,83611,83594,17,0,89511,94681,10430,9518,201664,0,1473661,879765,73832,520063,1
2021-03-07,7799606,150442,116445,33997,6492984,271013,1035590,5237707,2561918,0.063,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7799606,0,19,3995824,2497160,207144,63869,1034720,870,5237688,2561918,81932,50292,31640,6770,4430,2340,61740,61723,17,0,71282,66068,8107,5565,150442,0,1517002,900476,76656,539869,1
2021-03-08,8036697,237091,185568,51523,6627029,281956,1127693,5423275,2613441,0.065,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8036697,0,19,4081778,2545251,214692,67264,1126786,907,5423256,2613441,134045,85954,48091,10943,7548,3395,92103,92066,37,0,118828,95840,16349,12320,237091,0,1558339,905585,78039,574714,1
2021-03-09,8286931,250234,195744,54490,6766843,294599,1225470,5619019,2667931,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8286931,0,19,4170512,2596331,223980,70619,1224508,962,5619000,2667931,139814,88734,51080,12643,9288,3355,97777,97722,55,0,120904,102416,17409,13547,250234,0,1595623,909864,80734,605024,1
