date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_pfizer_third_dose,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_moderna_third_dose,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_astrazeneca_third_dose,cum_vacs_jj,cum_vacs_jj_first_dose,cum_vacs_jj_second_dose,cum_vacs_jj_third_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,cum_vacs_third_dose_all,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,new_vacs_third_dose_all,dosen_vollstaendig_differenz_zum_vortag,dosen_erst_unvollstaendig_differenz_zum_vortag,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,personen_auffrisch_kumulativ,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_pfizer_third_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_moderna_third_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_astrazeneca_third_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-03-09,8372417,6828788,4216322,2612442,24,299662,227595,72066,1,1243891,1242466,1420,5,76,76,0,0,5686459,2685928,30,253066,198092,54973,1,54973,198092,5686459,2686004,30,0.06838,0.0323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140578,89145,51433,0,12809,9335,3474,0,99679,99612,66,1,0,0,0,0,0,0,0,1612453,913578,82470,616403,0
2021-03-10,8662427,6988693,4312411,2676258,24,311924,236271,75652,1,1361733,1360234,1492,7,77,77,0,0,5908993,2753402,32,290010,222534,67474,2,67475,222533,5908993,2753479,32,0.07106,0.03311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159905,96089,63816,0,12262,8676,3586,0,117842,117768,72,2,0,0,0,0,0,0,0,1653872,914830,79543,659496,0
2021-03-11,8947641,7136708,4403885,2732799,24,325707,245698,80008,1,1485149,1483574,1567,8,77,77,0,0,6133234,2814374,33,285214,224241,60972,1,60972,224241,6133234,2814451,33,0.07376,0.03385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148015,91474,56541,0,13783,9427,4356,0,123416,123340,75,1,0,0,0,0,0,0,0,1693114,920852,78803,693456,0
2021-03-12,9275387,7288617,4489673,2798920,24,343046,258427,84618,1,1643647,1641672,1967,8,77,77,0,0,6389849,2885505,33,327746,256615,71131,0,71131,256615,6389849,2885582,33,0.07684,0.0347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151909,85788,66121,0,17339,12729,4610,0,158498,158098,400,0,0,0,0,0,0,0,0,1745177,924221,82742,738212,0
2021-03-13,9516711,7404948,4557083,2847841,24,352644,266667,85976,1,1759042,1756946,2088,8,77,77,0,0,6580773,2935905,33,241324,190924,50400,0,50400,190924,6580773,2935982,33,0.07914,0.03531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116331,67410,48921,0,9598,8240,1358,0,115395,115274,121,0,0,0,0,0,0,0,0,1783607,931082,83471,769052,0
2021-03-14,9687182,7493215,4610648,2882543,24,358167,271213,86953,1,1835723,1833602,2111,10,77,77,0,0,6715540,2971607,35,170471,134767,35702,2,35702,134767,6715540,2971684,35,0.08076,0.03574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88267,53565,34702,0,5523,4546,977,0,76681,76656,23,2,0,0,0,0,0,0,0,1806169,939456,82304,784407,0
2021-03-15,9936177,7646507,4706392,2940091,24,370926,282272,88653,1,1918667,1916472,2185,10,77,77,0,0,6905213,3030929,35,248995,189673,59322,0,59322,189673,6905213,3031006,35,0.08304,0.03645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153292,95744,57548,0,12759,11059,1700,0,82944,82870,74,0,0,0,0,0,0,0,0,1816826,958297,84073,774455,0
2021-03-16,10115724,7813539,4807603,3005912,24,382240,291084,91155,1,1919868,1917666,2192,10,77,77,0,0,7016430,3099259,35,179547,111217,68330,0,68330,111217,7016430,3099336,35,0.08438,0.03727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167032,101211,65821,0,11314,8812,2502,0,1201,1194,7,0,0,0,0,0,0,0,0,1743307,984751,82578,675977,0
2021-03-17,10321625,8000619,4918324,3082271,24,400306,304333,95972,1,1920623,1918413,2200,10,77,77,0,0,7141147,3180443,35,205901,124717,81184,0,81184,124717,7141147,3180520,35,0.08588,0.03825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187080,110721,76359,0,18066,13249,4817,0,755,747,8,0,0,0,0,0,0,0,0,1659198,1011926,88382,558890,0
2021-03-18,10515704,8175294,5022441,3152829,24,418539,317308,101230,1,1921794,1919582,2202,10,77,77,0,0,7259408,3256261,35,194079,118261,75818,0,75818,118261,7259408,3256338,35,0.0873,0.03916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174675,104117,70558,0,18233,12975,5258,0,1171,1169,2,0,0,0,0,0,0,0,0,1568063,1038586,92832,436645,0
2021-03-19,10761639,8361615,5131048,3230543,24,439419,331324,108094,1,1960528,1958221,2296,11,77,77,0,0,7420670,3340933,36,245935,161262,84672,1,84672,161262,7420670,3341010,36,0.08924,0.04018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186321,108607,77714,0,20880,14016,6864,0,38734,38639,94,1,0,0,0,0,0,0,0,1486252,1072998,96373,316881,0
2021-03-20,10982533,8497304,5217210,3280070,24,454775,342846,111928,1,2030377,2028027,2338,12,77,77,0,0,7588160,3394336,37,220894,167490,53403,1,53403,167490,7588160,3394413,37,0.09125,0.04082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135689,86162,49527,0,15356,11522,3834,0,69849,69806,42,1,0,0,0,0,0,0,0,1465822,1092356,102131,271335,0
2021-03-21,11147476,8599774,5284629,3315121,24,463989,348812,115176,1,2083635,2081257,2366,12,78,78,0,0,7714776,3432663,37,164943,126616,38327,0,38328,126615,7714776,3432741,37,0.09278,0.04128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102470,67419,35051,0,9214,5966,3248,0,53258,53230,28,0,0,0,0,0,0,0,0,1460294,1106559,105822,247912,0
2021-03-22,11417481,8766724,5382329,3384371,24,487874,365279,122594,1,2162805,2160365,2425,15,78,78,0,0,7908051,3509390,40,270005,193275,76727,3,76727,193275,7908051,3509468,40,0.0951,0.0422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166950,97700,69250,0,23885,16467,7418,0,79170,79108,59,3,0,0,0,0,0,0,0,1481304,1120217,116948,244138,0
2021-03-23,11719241,8948952,5485235,3463693,24,507659,380070,127588,1,2262551,2260026,2510,15,79,79,0,0,8125410,3593791,40,301760,217359,84401,0,84402,217358,8125410,3593870,40,0.09771,0.04322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182228,102906,79322,0,19785,14791,4994,0,99746,99661,85,0,0,0,0,0,0,0,0,1603517,1135413,125419,342683,0
2021-03-24,12059705,9149929,5601940,3547965,24,540859,407934,132924,1,2368836,2366218,2603,15,81,81,0,0,8376173,3683492,40,340464,250763,89701,0,89703,250761,8376173,3683573,40,0.10073,0.0443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200977,116705,84272,0,33200,27864,5336,0,106285,106192,93,0,0,0,0,0,0,0,0,1738080,1149310,140553,448213,0
2021-03-25,12393702,9336400,5712756,3623620,24,568585,430077,138507,1,2488635,2485869,2750,16,82,82,0,0,8628784,3764877,41,333997,252611,81385,1,81386,252610,8628784,3764959,41,0.10377,0.04528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186471,110816,75655,0,27726,22143,5583,0,119799,119651,147,1,0,0,0,0,0,0,0,1877998,1161106,150046,566841,0
2021-03-26,12769207,9536937,5831180,3705733,24,605953,460609,145342,2,2626233,2623343,2874,16,84,84,0,0,8915216,3853949,42,375505,286432,89072,1,89074,286430,8915216,3854033,42,0.10721,0.04635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200537,118424,82113,0,37368,30532,6835,1,137598,137474,124,0,0,0,0,0,0,0,0,2007568,1175322,166534,665705,0
2021-03-27,13051177,9686821,5921776,3765021,24,633673,485208,148463,2,2730597,2727625,2956,16,86,86,0,0,9134695,3916440,42,281970,219479,62491,0,62493,219477,9134695,3916526,42,0.10985,0.0471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149884,90596,59288,0,27720,24599,3121,0,104364,104282,82,0,0,0,0,0,0,0,0,2068644,1189517,178898,700220,0
2021-03-28,13247971,9802362,5987317,3815021,24,652238,500491,151745,2,2793284,2790252,3016,16,87,87,0,0,9278147,3969782,42,196794,143452,53342,0,53343,143451,9278147,3969869,42,0.11158,0.04774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115541,65541,50000,0,18565,15283,3282,0,62687,62627,60,0,0,0,0,0,0,0,0,2100495,1202588,188249,709649,0
2021-03-29,13554524,9991609,6094466,3897119,24,677273,518711,158560,2,2885555,2882452,3087,16,87,87,0,0,9495716,4058766,42,306553,217569,88984,0,88984,217569,9495716,4058853,42,0.11419,0.04881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189247,107149,82098,0,25035,18220,6815,0,92271,92200,71,0,0,0,0,0,0,0,0,2137043,1224885,189399,722750,0
2021-03-30,13884538,10210873,6227337,3983511,25,701807,536758,165047,2,2971771,2968596,3158,17,87,87,0,0,9732778,4151716,44,330014,237062,92950,2,92950,237062,9732778,4151803,44,0.11704,0.04993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219264,132871,86392,1,24534,18047,6487,0,86216,86144,71,1,0,0,0,0,0,0,0,2165297,1261921,194148,709220,0
2021-03-31,14222391,10459656,6382269,4077361,26,738055,564955,173098,2,3024593,3021369,3207,17,87,87,0,0,9968680,4253666,45,337853,235902,101950,1,101950,235902,9968680,4253753,45,0.11988,0.05115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248783,154932,93850,1,36248,28197,8051,0,52822,52773,49,0,0,0,0,0,0,0,0,2162686,1309727,197196,655757,0
2021-04-01,14550960,10700193,6539474,4160693,26,770591,589585,181004,2,3080088,3076813,3258,17,88,88,0,0,10205960,4344955,45,328569,237280,91289,0,91290,237279,10205960,4345043,45,0.12273,0.05225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240537,157205,83332,0,32536,24630,7906,0,55495,55444,51,0,0,0,0,0,0,0,0,2157258,1363793,202006,591453,0
2021-04-02,14777220,10880141,6655678,4224436,27,785015,599657,185356,2,3111976,3108670,3289,17,88,88,0,0,10364093,4413081,46,226260,158133,68126,1,68126,158133,10364093,4413169,46,0.12464,0.05307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179948,116204,63743,1,14424,10072,4352,0,31888,31857,31,0,0,0,0,0,0,0,0,2008013,1343204,179062,485743,0
2021-04-03,15009768,11054798,6770597,4284174,27,800870,610652,190216,2,3154012,3150616,3379,17,88,88,0,0,10531953,4477769,46,232548,167860,64688,0,64688,167860,10531953,4477857,46,0.12665,0.05385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174657,114919,59738,0,15855,10995,4860,0,42036,41946,90,0,0,0,0,0,0,0,0,1958591,1367977,167197,423415,0
2021-04-04,15203248,11187375,6856542,4330806,27,810958,616834,194122,2,3204825,3201376,3432,17,90,90,0,0,10674842,4528360,46,193480,142889,50591,0,50593,142887,10674842,4528450,46,0.12837,0.05446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132577,85945,46632,0,10088,6182,3906,0,50813,50760,53,0,0,0,0,0,0,0,0,1955277,1385013,158720,411541,0
2021-04-05,15451751,11352788,6956355,4396405,28,828856,629945,198909,2,3270017,3266529,3468,20,90,90,0,0,10852919,4598782,50,248503,178077,70422,4,70422,178077,10852919,4598872,50,0.13051,0.0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165413,99813,65599,1,17898,13111,4787,0,65192,65153,36,3,0,0,0,0,0,0,0,1897227,1361179,151583,384462,0
2021-04-06,15826234,11608224,7125656,4482537,31,861108,653504,207602,2,3356810,3353238,3550,22,92,92,0,0,11132490,4693689,55,374483,279571,94907,5,94909,279569,11132490,4693781,55,0.13388,0.05645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255436,169301,86132,3,32252,23559,8693,0,86793,86709,82,2,0,0,0,0,0,0,0,1941696,1397351,159301,385039,0
2021-04-07,16495997,12151683,7581262,4570389,32,898250,682032,216216,2,3445971,3442312,3637,22,93,93,0,0,11705699,4790242,56,669763,573209,96553,1,96554,573208,11705699,4790335,56,0.14077,0.05761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543459,455606,87852,1,37142,28528,8614,0,89161,89074,87,0,0,0,0,0,0,0,0,2273606,1692027,160195,421378,0
2021-04-08,17196728,12724749,8075488,4649227,34,933969,708760,225207,2,3537915,3534170,3722,23,95,95,0,0,12318513,4878156,59,700731,612814,87914,3,87916,612812,12318513,4878251,59,0.14814,0.05866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573066,494226,78838,2,35719,26728,8991,0,91944,91858,85,1,0,0,0,0,0,0,0,2645768,2024556,163378,457827,0
2021-04-09,17830828,13216698,8489860,4726804,34,970733,734060,236671,2,3643300,3639434,3843,23,97,97,0,0,12863451,4967318,59,634100,544938,89162,0,89164,544936,12863451,4967415,59,0.15469,0.05974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491949,414372,77577,0,36764,25300,11464,0,105385,105264,121,0,0,0,0,0,0,0,0,3053608,2336557,185718,531324,0
2021-04-10,18203998,13465499,8681276,4784189,34,994010,749638,244370,2,3744391,3740455,3913,23,98,98,0,0,13171467,5032472,59,373170,308016,65154,0,65155,308015,13171467,5032570,59,0.1584,0.06052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248801,191416,57385,0,23277,15578,7699,0,101091,101021,70,0,0,0,0,0,0,0,0,3194230,2410701,193140,590379,0
2021-04-11,18468362,13636154,8805535,4830585,34,1012710,764385,248323,2,3819400,3815386,3991,23,98,98,0,0,13385404,5082899,59,264364,213937,50427,0,50427,213937,13385404,5082997,59,0.16097,0.06113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170655,124259,46396,0,18700,14747,3953,0,75009,74931,78,0,0,0,0,0,0,0,0,3265114,2448779,201752,614575,0
2021-04-12,18887888,13915418,9016837,4898547,34,1042012,785209,256801,2,3930358,3926289,4044,25,100,100,0,0,13728435,5159392,61,419526,343031,76493,2,76495,343029,13728435,5159492,61,0.16509,0.06205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279264,211302,67962,0,29302,20824,8478,0,110958,110903,53,2,0,0,0,0,0,0,0,3436137,2562630,213156,660341,0
2021-04-13,19466106,14348618,9381899,4966684,35,1069371,807109,262260,2,4048017,4043747,4244,26,100,100,0,0,14232855,5233188,63,578218,504420,73796,2,73796,504420,14232855,5233288,63,0.17116,0.06293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433200,365062,68137,1,27359,21900,5459,0,117659,117458,200,1,0,0,0,0,0,0,0,3639872,2740394,208263,691207,0
2021-04-14,20243617,14967212,9926199,5040976,37,1102994,832210,270782,2,4173311,4168465,4820,26,100,100,0,0,14926974,5316578,65,777511,694119,83390,2,83390,694119,14926974,5316678,65,0.17951,0.06394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618594,544300,74292,2,33623,25101,8522,0,125294,124718,576,0,0,0,0,0,0,0,0,3747620,2815529,204744,727340,0
2021-04-15,20926405,15503307,10401534,5101736,37,1139267,859848,279417,2,4283730,4277922,5782,26,101,101,0,0,15539405,5386935,65,682788,612431,70357,0,70358,612430,15539405,5387036,65,0.18687,0.06478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536095,475335,60760,0,36273,27638,8635,0,110419,109457,962,0,0,0,0,0,0,0,0,3729677,2778558,205298,745815,0
2021-04-16,21525256,15943233,10776372,5166823,38,1171968,884070,287896,2,4409953,4403319,6607,27,102,102,0,0,16063863,5461326,67,598851,524458,74391,2,74392,524457,16063863,5461428,67,0.19318,0.06568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439926,374838,65087,1,32701,24222,8479,0,126223,125397,825,1,0,0,0,0,0,0,0,3694428,2726535,201235,766653,0
2021-04-17,21892009,16168475,10953523,5214913,39,1194700,899649,295049,2,4528732,4520622,8083,27,102,102,0,0,16373896,5518045,68,366753,310033,56719,1,56719,310033,16373896,5518147,68,0.19691,0.06636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225242,177151,48090,1,22732,15579,7153,0,118779,117303,1476,0,0,0,0,0,0,0,0,3688011,2702976,200690,784341,0
2021-04-18,22162001,16340779,11091827,5248911,41,1210124,911165,298957,2,4610996,4601703,9266,27,102,102,0,0,16604797,5557134,70,269992,230901,39089,2,39089,230901,16604797,5557236,70,0.19968,0.06683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172304,138304,33998,2,15424,11516,3908,0,82264,81081,1183,0,0,0,0,0,0,0,0,3693639,2704625,197414,791596,0
2021-04-19,22565671,16635610,11334387,5301179,44,1243147,936231,306913,3,4686811,4676174,10610,27,103,103,0,0,16946895,5618702,74,403670,342098,61568,4,61569,342097,16946895,5618805,74,0.2038,0.06757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294831,242560,52268,3,33023,25066,7956,1,75815,74471,1344,0,0,0,0,0,0,0,0,3677783,2720192,201135,756453,0
2021-04-20,23128514,17018995,11663598,5355352,45,1282479,968877,313598,4,4826935,4814203,12705,27,105,105,0,0,17446783,5681655,76,562843,499888,62953,2,62955,499886,17446783,5681760,76,0.20981,0.06833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383385,329211,54173,1,39332,32646,6685,1,140124,138029,2095,0,0,0,0,0,0,0,0,3662408,2670377,213108,778918,0
2021-04-21,23851872,17474887,12056698,5418143,46,1324273,1002520,321749,4,5052607,5037361,15219,27,105,105,0,0,18096684,5755111,77,723358,649901,73456,1,73456,649901,18096684,5755216,77,0.21763,0.06921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455892,393100,62791,1,41794,33643,8151,0,225672,223158,2514,0,0,0,0,0,0,0,0,3608255,2507675,221279,879296,0
2021-04-22,24492536,17857960,12383718,5474193,49,1368006,1038558,329444,4,5266465,5247544,18894,27,105,105,0,0,18669925,5822531,80,640664,573241,67420,3,67420,573241,18669925,5822636,80,0.22452,0.07002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383073,327020,56050,3,43733,36038,7695,0,213858,210183,3675,0,0,0,0,0,0,0,0,3566131,2354653,228739,982735,0
2021-04-23,25050408,18212244,12683008,5529186,50,1411676,1071679,339993,4,5426381,5403741,22613,27,107,107,0,0,19158535,5891792,81,557872,488610,69261,1,69263,488608,19158535,5891899,81,0.2304,0.07085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354284,299290,54993,1,43670,33121,10549,0,159916,156197,3719,0,0,0,0,0,0,0,0,3525152,2269011,239708,1016428,0
2021-04-24,25416855,18447621,12877061,5570510,50,1461116,1105708,355404,4,5508010,5482933,25050,27,108,108,0,0,19465810,5950964,81,366447,307275,59172,0,59173,307274,19465810,5951072,81,0.23409,0.07157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235377,194053,41324,0,49440,34029,15411,0,81629,79192,2437,0,0,0,0,0,0,0,0,3524846,2279146,266416,979278,0
2021-04-25,25700368,18635677,13027661,5607966,50,1494850,1129549,365297,4,5569733,5542810,26896,27,108,108,0,0,19700128,6000159,81,283513,234318,49195,0,49195,234318,19700128,6000267,81,0.23691,0.07216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188056,150600,37456,0,33734,23841,9893,0,61723,59877,1846,0,0,0,0,0,0,0,0,3538367,2294898,284726,958737,0
2021-04-26,26134726,18954515,13284823,5669642,50,1537426,1163711,373711,4,5642606,5611626,30953,27,179,179,0,0,20060339,6074306,81,434358,360211,74147,0,74218,360140,20060339,6074485,81,0.24124,0.07305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318838,257162,61676,0,42576,34162,8414,0,72873,68816,4057,0,0,0,0,0,0,0,0,3569055,2318905,294279,955795,0
2021-04-27,26922456,19633103,13885384,5747665,54,1589026,1206171,382850,5,5699594,5664122,35445,27,733,733,0,0,20756410,6165960,86,787730,696071,91654,5,92208,695517,20756410,6166693,86,0.24961,0.07416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678588,600561,78023,4,51600,42460,9139,1,56988,52496,4492,0,0,0,0,0,0,0,0,3793942,2614108,306547,872659,0
2021-04-28,28048573,20643776,14787177,5856544,55,1649861,1254444,395412,5,5753368,5712707,40634,27,1568,1568,0,0,21755896,6292590,87,1126117,999486,126630,1,127465,998651,21755896,6294158,87,0.26163,0.07569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010673,901793,108879,1,60835,48273,12562,0,53774,48585,5189,0,0,0,0,0,0,0,0,4196701,3168889,325588,700761,0
2021-04-29,28997890,21470633,15501315,5969261,57,1713887,1306040,407842,5,5810889,5762208,48654,27,2481,2481,0,0,22572044,6425757,89,949317,816148,133167,2,134080,815235,22572044,6428238,89,0.27145,0.0773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826857,714138,112717,2,64026,51596,12430,0,57521,49501,8020,0,0,0,0,0,0,0,0,4505354,3612673,345881,544424,0
2021-04-30,29804370,22151132,16069838,6081237,57,1771297,1348164,423128,5,5878557,5820337,58193,27,3384,3384,0,0,23241723,6562558,89,806480,669679,136801,0,137704,668776,23241723,6565942,89,0.2795,0.07896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680499,568523,111976,0,57410,42124,15286,0,67668,58129,9539,0,0,0,0,0,0,0,0,4753962,3938888,359621,452176,0
2021-05-01,30141351,22404347,16261699,6142587,61,1812870,1383319,429546,5,5918126,5853870,64228,28,6008,6008,0,0,23504896,6636361,94,336981,263173,73803,5,76427,260549,23504896,6642369,94,0.28266,0.07988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253215,191861,61350,4,41573,35155,6418,0,39569,33533,6035,1,0,0,0,0,0,0,0,4724496,3956726,351754,410116,0
2021-05-02,30406762,22600204,16401736,6198406,62,1850447,1415628,434813,6,5948294,5879445,68821,28,7817,7817,0,0,23704626,6702040,96,265411,199730,65679,2,67488,197921,23704626,6709857,96,0.28507,0.08069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195857,140037,55819,1,37577,32309,5267,1,30168,25575,4593,0,0,0,0,0,0,0,0,4706394,3964527,355597,378561,0
2021-05-03,30860060,22919229,16629584,6289580,65,1921177,1473140,448031,6,6010155,5930632,79495,28,9499,9499,0,0,24042855,6817106,99,453298,338229,115066,3,116748,336547,24042855,6826605,99,0.28913,0.08209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319025,227848,91174,3,70730,57512,13218,0,61861,51187,10674,0,0,0,0,0,0,0,0,4725334,3964714,383751,367549,0
2021-05-04,31705356,23547395,17125666,6421663,66,1984781,1523486,461288,7,6160621,6067352,93241,28,12559,12559,0,0,24729063,6976192,101,845296,686208,159086,2,162146,683148,24729063,6988751,101,0.29739,0.08404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628166,496082,132083,1,63604,50346,13257,1,150466,136720,13746,0,0,0,0,0,0,0,0,4782900,3914292,395755,461027,0
2021-05-05,32855801,24401319,17793376,6607876,67,2063927,1577034,486886,7,6373396,6263210,110158,28,17159,17159,0,0,25650779,7204920,102,1150445,921716,228728,1,233328,917116,25650779,7222079,102,0.30847,0.08685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853924,667710,186213,1,79146,53548,25598,0,212775,195858,16917,0,0,0,0,0,0,0,0,4807228,3757543,414066,620028,0
2021-05-06,33849917,25096673,18310461,6786142,70,2156226,1646851,509368,7,6575227,6445582,129616,29,21791,21791,0,0,26424685,7425126,106,994116,773906,220206,4,224838,769274,26424685,7446917,106,0.31778,0.08955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695354,517085,178266,3,92299,69817,22482,0,201831,182372,19458,1,0,0,0,0,0,0,0,4852027,3626040,442339,764338,0
2021-05-07,34743956,25686368,18725750,6960545,73,2243028,1702646,540375,7,6788262,6629294,158939,29,26298,26297,0,1,27083987,7659859,110,894039,659302,234733,4,239239,654796,27083987,7686157,110,0.3257,0.09243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589695,415289,174403,3,86802,55795,31007,0,213035,183712,29323,0,1,0,0,0,0,0,0,4939586,3535236,471731,909705,1
2021-05-08,35170524,25954476,18880784,7073618,74,2315022,1754713,560301,8,6872998,6694373,178596,29,28028,28027,0,1,27357897,7812515,112,426568,273910,152656,2,154386,272180,27357897,7840543,112,0.329,0.09429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268108,155034,113073,1,71994,52067,19926,1,84736,65079,19657,0,0,0,0,0,0,0,0,5029173,3550129,502152,954872,1
2021-05-09,35457181,26148681,18995616,7152991,74,2371678,1800565,571105,8,6907724,6717679,190016,29,29098,29097,0,1,27542957,7914112,112,286657,185060,101597,0,102667,183990,27542957,7943210,112,0.33122,0.09552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194205,114832,79373,0,56656,45852,10804,0,34726,23306,11420,0,0,0,0,0,0,0,0,5050419,3548477,521231,959430,1
2021-05-10,36048274,26522937,19227822,7295038,77,2453645,1860274,593362,9,7038696,6822779,215888,29,32996,32995,0,1,27943870,8104288,116,591093,400913,190176,4,194074,397015,27943870,8137284,116,0.33605,0.09786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374256,232206,142047,3,81967,59709,22257,1,130972,105100,25872,0,0,0,0,0,0,0,0,5188214,3603708,532468,1028541,1
2021-05-11,37137847,27351844,19822960,7528806,78,2533784,1918149,615626,9,7215443,6970351,245063,29,36776,36775,0,1,28748235,8389495,117,1089573,804365,285207,1,288987,800585,28748235,8426271,117,0.34572,0.10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828907,595138,233768,1,80139,57875,22264,0,176747,147572,29175,0,0,0,0,0,0,0,0,5432491,3804449,549003,1054822,1
2021-05-12,38558350,28448732,20622363,7826291,78,2625734,1979447,646278,9,7441257,7162101,279125,31,42627,42626,0,1,29806537,8751694,119,1420503,1058302,362199,2,368050,1052451,29806537,8794321,119,0.35845,0.10576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096888,799403,297485,0,91950,61298,30652,0,225814,191750,34062,2,0,0,0,0,0,0,0,5702549,4047413,561807,1067861,1
2021-05-13,38988326,28764593,20810209,7954304,80,2692566,2031097,661460,9,7485868,7191471,294366,31,45299,45298,0,1,30078075,8910130,121,429976,271538,158436,2,161108,268866,30078075,8955429,121,0.36171,0.1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315861,187846,128013,2,66832,51650,15182,0,44611,29370,15241,0,0,0,0,0,0,0,0,5138409,3667920,536340,910641,1
