date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_pfizer_third_dose,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_moderna_third_dose,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_astrazeneca_third_dose,cum_vacs_jj,cum_vacs_jj_first_dose,cum_vacs_jj_second_dose,cum_vacs_jj_third_dose,cum_vacs_first_dose_all,cum_vacs_second_dose_all,cum_vacs_third_dose_all,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,new_vacs_third_dose_all,dosen_vollstaendig_differenz_zum_vortag,dosen_erst_unvollstaendig_differenz_zum_vortag,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,personen_auffrisch_kumulativ,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_pfizer_third_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_moderna_third_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_astrazeneca_third_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-09-17,105710618,80357823,39166609,40837786,353428,9578615,4445927,5115147,17541,12695226,9242457,3452701,68,3078954,3077449,0,1505,55932442,49405634,372542,249486,94301,123532,31653,139727,78106,55932442,52484588,372542,0.67263,0.63117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221387,74834,116007,30546,10991,3050,6842,1099,905,222,683,0,8,0,0,0,0,0,0,1390749,1232850,64711,6800,75
2021-09-18,105823349,80452813,39196666,40895344,360803,9586239,4447719,5120437,18083,12695465,9242573,3452823,69,3088832,3087316,0,1516,55974274,49468604,380471,112731,41832,62970,7929,72837,31965,55974274,52557436,380471,0.67313,0.63204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94990,30057,57558,7375,7624,1792,5290,542,239,116,122,1,11,0,0,0,0,0,0,1392860,1237155,63519,6865,75
2021-09-19,105892947,80511677,39214909,40931247,365521,9592067,4449513,5123693,18861,12695682,9242636,3452977,69,3093521,3092000,0,1521,55999058,49507917,385972,69598,24784,39313,5501,43997,20100,55999058,52601438,385972,0.67343,0.63257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58864,18243,35903,4718,5828,1794,3256,778,217,63,154,0,5,0,0,0,0,0,0,1397639,1241728,64208,7004,75
2021-09-20,106051563,80652124,39256222,41006439,389463,9599912,4451460,5128425,20027,12696626,9242842,3453709,75,3102901,3101375,0,1526,56051899,49588573,411091,158616,52841,80656,25119,90031,43466,56051899,52691474,411091,0.67407,0.63365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140447,41313,75192,23942,7845,1947,4732,1166,944,206,732,6,5,0,0,0,0,0,0,1389063,1237778,61907,6981,68
2021-09-21,106286046,80867315,39323322,41113416,430577,9607806,4453338,5133010,21458,12697664,9243265,3454322,77,3113261,3111730,0,1531,56131655,49700748,453643,234483,79756,112175,42552,122530,69401,56131655,52814009,453643,0.67502,0.63513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215191,67100,106977,41114,7894,1878,4585,1431,1038,423,613,2,5,0,0,0,0,0,0,1386058,1238417,61464,6151,69
2021-09-22,106561753,81120697,39400469,41239054,481174,9617729,4455102,5138933,23694,12698527,9243361,3455088,78,3124800,3123257,0,1543,56222189,49833075,506489,275707,90534,132327,52846,143854,79007,56222189,52957875,506489,0.67611,0.63686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253382,77147,125638,50597,9923,1764,5923,2236,863,96,766,1,12,0,0,0,0,0,0,1377179,1234253,60037,5765,52
2021-09-23,106830595,81368044,39477387,41358067,532590,9626116,4456739,5144140,25237,12699273,9243473,3455720,80,3137162,3135616,0,1546,56313215,49957927,559453,268842,91026,124852,52964,137211,78667,56313215,53095089,559453,0.67721,0.63851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247347,76918,119013,51416,8387,1637,5207,1543,746,112,632,2,3,0,0,0,0,0,0,1369463,1231608,58492,4952,49
2021-09-24,107071988,81585308,39543164,41472472,569672,9635717,4458480,5150731,26506,12700345,9243990,3456274,81,3150618,3149063,0,1555,56394697,50079477,597814,241393,81482,121550,38361,134997,68035,56394697,53230095,597814,0.67819,0.64013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217264,65777,114405,37082,9601,1741,6591,1269,1072,517,554,1,9,0,0,0,0,0,0,1361370,1227485,57102,5119,50
2021-09-25,107172446,81670974,39566699,41526349,577926,9641999,4459679,5154999,27321,12700429,9244028,3456319,82,3159044,3157484,0,1560,56427890,50137667,606889,100458,33193,58190,9075,66611,24772,56427890,53296711,606889,0.67859,0.64093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85666,23535,53877,8254,6282,1199,4268,815,84,38,45,1,5,0,0,0,0,0,0,1349097,1218161,55760,4964,44
2021-09-26,107229161,81719643,39579905,41556320,583418,9645834,4460268,5157805,27761,12700462,9244032,3456348,82,3163222,3161660,0,1562,56445865,50170473,612823,56715,17975,32806,5934,36982,13799,56445865,53333695,612823,0.6788,0.64138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48669,13206,29971,5492,3835,589,2806,440,33,4,29,0,2,0,0,0,0,0,0,1336214,1207966,53767,4780,41
2021-09-27,107381159,81856192,39619189,41626477,610526,9652097,4461655,5161734,28708,12701442,9244663,3456697,82,3171428,3169856,0,1572,56495363,50244908,640888,151998,49498,74435,28065,82631,41302,56495363,53416336,640888,0.6794,0.64237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136549,39284,70157,27108,6263,1387,3929,947,980,631,349,0,10,0,0,0,0,0,0,1329596,1204068,52185,4816,46
2021-09-28,107605047,82063939,39681595,41726394,655950,9657841,4462704,5164939,30198,12702208,9245141,3456982,85,3181059,3179487,0,1572,56568927,50348315,687805,223888,73564,103407,46917,113038,63933,56568927,53529374,687805,0.68028,0.64373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207747,62406,99917,45424,5744,1049,3205,1490,766,478,285,3,0,0,0,0,0,0,0,1319001,1196624,50035,4544,41
2021-09-29,107857068,82299061,39748704,41840317,710040,9663521,4463926,5168273,31322,12703559,9245295,3458173,91,3190927,3189338,0,1589,56647263,50466763,743042,252021,78336,118448,55237,128299,68485,56647263,53657690,743042,0.68122,0.64527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235122,67109,113923,54090,5680,1222,3334,1124,1351,154,1191,6,17,0,0,0,0,0,0,1295315,1178364,45792,5032,46
2021-09-30,108101642,82526626,39815162,41952779,758685,9669371,4465179,5171680,32512,12704819,9246098,3458630,91,3200826,3199236,0,1590,56725675,50583089,792878,244574,78412,116326,49836,126224,68514,56725675,53783915,792878,0.68217,0.64679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227565,66458,112462,48645,5850,1253,3407,1190,1260,803,457,0,1,0,0,0,0,0,0,1271047,1158582,43255,5546,44
2021-10-01,108229215,82645017,39852319,42010464,782234,9672331,4466049,5173299,32983,12705054,9246164,3458798,92,3206813,3205207,0,1606,56769739,50642561,816915,127573,44064,59472,24037,65443,38093,56769739,53849374,816915,0.6827,0.64758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118391,37157,57685,23549,2960,870,1619,471,235,66,168,1,16,0,0,0,0,0,0,1157227,1059709,36614,4709,51
2021-10-02,108261472,82672074,39862179,42024427,785468,9674275,4466637,5174324,33314,12705123,9246174,3458856,93,3210000,3208392,0,1608,56783382,50657607,820483,32257,13643,15046,3568,18231,10458,56783382,53867607,820483,0.68286,0.6478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27057,9860,13963,3234,1944,588,1025,331,69,10,58,1,2,0,0,0,0,0,0,1089026,1001100,32276,4694,48
2021-10-03,108275362,82683731,39866262,42030516,786953,9675420,4466910,5174953,33557,12705156,9246176,3458887,93,3211055,3209447,0,1608,56788795,50664356,822211,13890,5413,6749,1728,7804,4358,56788795,53875411,822211,0.68293,0.64789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11657,4083,6089,1485,1145,273,629,243,33,2,31,0,0,0,0,0,0,0,0,1046201,964088,29586,4694,46
2021-10-04,108371055,82770293,39892339,42072253,805701,9678913,4467740,5176486,34687,12705888,9246622,3459172,94,3215961,3214351,0,1610,56821052,50707911,842092,95693,32257,43555,19881,48459,27353,56821052,53923872,842092,0.68331,0.64847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86562,26077,41737,18748,3493,830,1533,1130,732,446,285,1,2,0,0,0,0,0,0,989896,914101,26816,4446,38
2021-10-05,108553503,82942929,39940680,42154891,847358,9682393,4468660,5178241,35492,12706736,9247068,3459572,96,3221445,3219834,0,1611,56876242,50792704,884557,182448,55190,84793,42465,90276,49707,56876242,54014149,884557,0.68398,0.64956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172636,48341,82638,41657,3480,920,1755,805,848,446,400,2,1,0,0,0,0,0,0,948456,878990,24552,4528,39
2021-10-06,108757953,83136966,39991808,42245829,899329,9686433,4469666,5180217,36550,12707102,9247259,3459747,96,3227452,3225836,0,1616,56934569,50885793,937591,204450,58327,93089,53034,99091,52325,56934569,54113245,937591,0.68468,0.65075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194037,51128,90938,51971,4040,1006,1976,1058,366,191,175,0,5,0,0,0,0,0,0,900885,837905,22912,3543,27
2021-10-07,108969607,83337196,40046283,42340925,949988,9690732,4470698,5181834,38200,12707352,9247355,3459900,97,3234327,3232703,0,1624,56997039,50982659,989909,211654,62470,96866,52318,103733,55603,56997039,54216986,989909,0.68543,0.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200230,54475,95096,50659,4299,1032,1617,1650,250,96,153,1,8,0,0,0,0,0,0,867965,810570,21361,2533,34
2021-10-08,109152357,83507453,40095214,42420857,991382,9695029,4471744,5183697,39588,12708809,9248523,3460188,98,3241066,3239438,0,1628,57054919,51064742,1032696,182750,57880,82083,42787,88818,51145,57054919,54305808,1032696,0.68613,0.65307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170257,48931,79932,41394,4297,1046,1863,1388,1457,1168,288,1,4,0,0,0,0,0,0,923142,862436,22698,3755,22
2021-10-09,109193434,83542828,40107606,42438776,996446,9697454,4472368,5185125,39961,12708836,9248525,3460213,98,3244316,3242688,0,1628,57071187,51084114,1038133,41077,16268,19372,5437,22622,13018,57071187,54328430,1038133,0.68632,0.65334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35375,12392,17919,5064,2425,624,1428,373,27,2,25,0,0,0,0,0,0,0,0,931962,870754,23179,3713,20
2021-10-10,109210729,83557786,40112844,42446224,998718,9698395,4472537,5185662,40196,12708848,9248526,3460224,98,3245700,3244070,0,1630,57077977,51092110,1040642,17295,6790,7996,2509,9378,5408,57077977,54337810,1040642,0.6864,0.65345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14958,5238,7448,2272,941,169,537,235,12,1,11,0,2,0,0,0,0,0,0,935367,874055,22975,3692,22
2021-10-11,109306677,83645968,40137548,42486360,1022060,9701827,4473384,5187246,41197,12709327,9248853,3460374,100,3249555,3247899,0,1656,57107684,51133980,1065013,95948,29707,41870,24371,45699,25878,57107684,54383535,1065013,0.68676,0.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88182,24704,40136,23342,3432,847,1584,1001,479,327,150,2,26,0,0,0,0,0,0,935622,875675,22914,3439,46
2021-10-12,109486126,83814766,40181585,42561624,1071557,9706894,4474337,5189308,43249,12710110,9249293,3460717,100,3254356,3252698,0,1658,57157913,51211649,1116564,179449,50229,77669,51551,82468,45430,57157913,54466005,1116564,0.68737,0.65499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168798,44037,75264,49497,5067,953,2062,2052,783,440,343,0,2,0,0,0,0,0,0,932623,871837,24501,3374,47
2021-10-13,109692131,84010400,40231083,42646582,1132735,9712219,4475306,5191740,45173,12710354,9249353,3460900,101,3259158,3257490,0,1668,57213232,51299222,1179677,206005,55319,87573,63113,92365,50527,57213232,54558380,1179677,0.68803,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195634,49498,84958,61178,5325,969,2432,1924,244,60,183,1,10,0,0,0,0,0,0,934178,873434,25786,3252,52
2021-10-14,109900327,84207925,40280525,42733953,1193447,9717518,4476297,5194235,46986,12710575,9249469,3461004,102,3264309,3262637,0,1672,57268928,51389192,1242207,208196,55696,89970,62530,95117,50549,57268928,54653501,1242207,0.6887,0.65725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197525,49442,87371,60712,5299,991,2495,1813,221,116,104,1,4,0,0,0,0,0,0,930720,870729,26786,3223,48
2021-10-15,110071543,84368071,40322586,42805485,1240000,9722947,4477311,5196914,48722,12710953,9249656,3461189,108,3269572,3267898,0,1674,57317451,51463588,1290504,171216,48523,74396,48297,79657,43262,57317451,54733160,1290504,0.68928,0.65821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160146,42061,71532,46553,5429,1014,2679,1736,378,187,185,6,2,0,0,0,0,0,0,919186,860618,27918,2144,46
