date,cum_vacs,cum_vacs_pfizer,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,cum_vacs_jj,cum_vacs_first_dose_all,cum_vacs_second_dose_all,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2020-12-27,24157,24155,24142,13,2,2,0,0,0,0,0,24144,13,24157,24144,13,24144,13,2.9030846248085e-4,1.5631254192557885e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24155,24142,13,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-28,42188,42186,42012,174,2,2,0,0,0,0,0,42014,174,18031,17870,161,42014,174,5.0517808742009e-4,2.09218325346e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18031,17870,161,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-29,92392,92389,91474,915,2,2,0,1,1,0,0,91477,915,50204,49463,741,91477,915,0.00109992326136355,1.100199814322e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50203,49462,741,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-30,156219,156216,155163,1053,2,2,0,1,1,0,0,155166,1053,63827,63689,138,155166,1053,0.00186572245234033,1.266131589597e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63827,63689,138,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2020-12-31,206049,206046,204904,1142,2,2,0,1,1,0,0,204907,1142,49830,49741,89,204907,1142,0.00246381030987266,1.373145560607e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49830,49741,89,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2021-01-01,231484,231473,230323,1150,7,7,0,4,3,1,0,230333,1151,25435,25426,9,230333,1151,0.00276953359379571,1.383967198125e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25427,25419,8,5,5,0,3,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
2021-01-02,279544,279533,278097,1436,7,7,0,4,3,1,0,278107,1437,48060,47774,286,278107,1437,0.00334397016133053,1.727854790361e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48060,47774,286,0,0,0,0,0,0,0,0,0,0,0,0,0,279544,279533,7,4,0
2021-01-03,301988,301975,300534,1441,9,9,0,4,3,1,0,300546,1442,22444,22439,5,300546,1442,0.00361377763273577,1.733866811205e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22442,22437,5,2,2,0,0,0,0,0,0,0,0,0,0,0,277831,277820,7,4,0
2021-01-04,347931,347917,346379,1538,10,10,0,4,3,1,0,346392,1539,45943,45846,97,346392,1539,0.00416503184789885,1.850500015565e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45942,45845,97,1,1,0,0,0,0,0,0,0,0,0,0,0,305743,305731,8,4,0
2021-01-05,400276,400261,398385,1876,11,11,0,4,3,1,0,398399,1877,52345,52007,338,398399,1877,0.00479036618389297,2.256912624571e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52344,52006,338,1,1,0,0,0,0,0,0,0,0,0,0,0,307884,307872,9,3,0
2021-01-06,462963,462939,460971,1968,17,17,0,7,5,2,0,460993,1970,62687,62594,93,460993,1970,0.00554299904922295,2.368736212256e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62678,62586,92,6,6,0,3,2,1,0,0,0,0,0,0,0,306744,306723,15,6,0
2021-01-07,517660,517629,515639,1990,21,21,0,9,7,2,1,515668,1992,54697,54675,22,515668,1993,0.00620041352843687,2.396391508135e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54690,54668,22,4,4,0,2,2,0,1,0,0,0,0,0,0,311611,311583,19,8,1
2021-01-08,580033,579950,577851,2099,72,72,0,10,8,2,1,577932,2101,62373,62264,109,577932,2102,0.00694907846001028,2.527453562519e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62321,62212,109,51,51,0,1,1,0,0,0,0,0,0,0,0,348549,348477,65,6,1
2021-01-09,640202,640115,637868,2247,75,75,0,11,8,3,1,637952,2250,60169,60020,149,637952,2251,0.00767076144203899,2.706611783649e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60165,60017,148,3,3,0,1,0,1,0,0,0,0,0,0,0,360658,360582,68,7,1
2021-01-10,675984,675888,673493,2395,84,82,2,11,8,3,1,673584,2400,35782,35632,150,673584,2401,0.00809920209541531,2.886972408948e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35773,35625,148,9,7,2,0,0,0,0,0,0,0,0,0,0,373996,373913,75,7,1
2021-01-11,743954,743842,741350,2492,98,90,8,13,10,3,1,741451,2503,67970,67867,103,741451,2504,0.00891523773255864,3.01082003832e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67954,67857,97,14,8,6,2,2,0,0,0,0,0,0,0,0,396023,395925,88,9,1
2021-01-12,822703,822575,820019,2556,113,105,8,14,10,4,1,820135,2568,78749,78684,65,820135,2569,0.00986133742862573,3.088976309283e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78733,78669,64,15,15,0,1,0,1,0,0,0,0,0,0,0,422427,422314,102,10,1
2021-01-13,934225,932924,930166,2758,1286,1278,8,14,10,4,1,931455,2770,111522,111320,202,931455,2771,0.01119985374917615,3.331861951352e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110349,110147,202,1173,1173,0,0,0,0,0,0,0,0,0,0,0,471262,469985,1269,7,1
2021-01-14,1018007,1011550,1008613,2937,6442,6390,52,14,10,4,1,1015014,2993,83782,83559,223,1015014,2994,0.01220457064846534,3.599998080962e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78626,78447,179,5156,5112,44,0,0,0,0,0,0,0,0,0,0,500347,493921,6421,5,0
2021-01-15,1109286,1097548,1093763,3785,11718,11666,52,19,15,4,1,1105445,3841,91279,90431,848,1105445,3842,0.01329191676222473,4.619636815985e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85998,85150,848,5276,5276,0,5,5,0,0,0,0,0,0,0,0,529253,517598,11646,9,0
2021-01-16,1166983,1153563,1148772,4791,13399,13347,52,20,16,4,1,1162136,4847,57697,56691,1006,1162136,4848,0.0139735717094788,5.829255409655e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56015,55009,1006,1681,1681,0,1,1,0,0,0,0,0,0,0,0,526781,513448,13324,9,0
2021-01-17,1214426,1199742,1178001,21741,14661,14609,52,21,17,4,2,1192629,21797,47443,30493,16950,1192629,21799,0.01434022081262778,2.6211208472582e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46179,29229,16950,1262,1262,0,1,1,0,1,0,0,0,0,0,0,538442,523854,14577,10,1
2021-01-18,1296856,1278018,1240657,37361,18814,18760,54,22,18,4,2,1259437,37419,82430,66808,15622,1259437,37421,0.01514352298962502,4.4995166395362e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78276,62656,15620,4153,4151,2,1,1,0,0,0,0,0,0,0,0,552902,534176,18716,9,1
2021-01-19,1416265,1393740,1320277,73463,22492,22433,59,31,27,4,2,1342739,73526,119409,83302,36107,1342739,73528,0.01614514971020075,8.8410373713107e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115722,79620,36102,3678,3673,5,9,9,0,0,0,0,0,0,0,0,593562,571165,22379,17,1
2021-01-20,1548312,1523030,1395787,127243,25246,25187,59,34,30,4,2,1421006,127306,132047,78267,53780,1421006,127308,0.01708623538088454,0.0015307566990355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129290,75510,53780,2754,2754,0,3,3,0,0,0,0,0,0,0,0,614087,590106,23960,20,1
2021-01-21,1653403,1625373,1457315,168058,27993,27933,60,35,30,5,2,1485280,168123,105091,64274,40817,1485280,168125,0.01785906863624798,0.00202154200855676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102343,61528,40815,2747,2746,1,1,0,1,0,0,0,0,0,0,0,635396,613823,21551,21,1
2021-01-22,1755085,1724856,1523560,201296,30183,30118,65,44,39,5,2,1553719,201366,101682,68439,33243,1553719,201368,0.01868198202523603,0.00242125722634384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99483,66245,33238,2190,2185,5,9,9,0,0,0,0,0,0,0,0,645799,627308,18465,25,1
2021-01-23,1841677,1811091,1563803,247288,30537,30471,66,47,42,5,2,1594318,247359,86592,40599,45993,1594318,247361,0.01917014609366961,0.00297427897563485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86235,40243,45992,354,353,1,3,3,0,0,0,0,0,0,0,0,674694,657528,17138,27,1
2021-01-24,1888912,1858123,1589188,268935,30736,30670,66,51,46,5,2,1619906,269006,47235,25588,21647,1619906,269008,0.0194778172723459,0.00323456340602431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47032,25385,21647,199,199,0,4,4,0,0,0,0,0,0,0,0,674486,658381,16075,30,0
2021-01-25,1979859,1947648,1640369,307279,32155,32086,69,54,49,5,2,1672506,307353,90947,52600,38347,1672506,307355,0.02011028186506016,0.00369564933257971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89525,51181,38344,1419,1416,3,3,3,0,0,0,0,0,0,0,0,683003,669630,13341,32,0
2021-01-26,2077459,2043803,1689749,354054,33593,33518,75,61,56,5,2,1723325,354134,97600,50819,46781,1723325,354136,0.02072133163953063,0.00425814602671975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96155,49380,46775,1438,1432,6,7,7,0,0,0,0,0,0,0,0,661194,650063,11101,30,0
2021-01-27,2186889,2151434,1738964,412470,35383,35296,87,69,64,5,3,1774327,412562,109430,51002,58428,1774327,412565,0.02133458181362973,0.00496069875842511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107631,49215,58416,1790,1778,12,8,8,0,1,0,0,0,0,0,0,638577,628404,10137,35,1
2021-01-28,2279765,2242678,1784163,458515,37012,36837,175,72,67,5,3,1821070,458695,92876,46743,46133,1821070,458698,0.02189662159418568,0.00551540387355224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91244,45199,46045,1629,1541,88,3,3,0,0,0,0,0,0,0,0,626362,617305,9019,37,1
2021-01-29,2387717,2349141,1832784,516357,38493,38317,176,80,75,5,3,1871179,516538,107952,50109,57843,1871179,516541,0.02249913429905867,0.00621091051682926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106463,48621,57842,1481,1480,1,8,8,0,0,0,0,0,0,0,0,632632,624285,8310,36,1
2021-01-30,2475946,2436488,1866401,570087,39373,39195,178,82,76,6,3,1905675,570271,88229,34496,53733,1905675,570274,0.02291391564107903,0.00685699834877442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87347,33617,53730,880,878,2,2,1,1,0,0,0,0,0,0,0,634269,625397,8836,35,1
2021-01-31,2533098,2493258,1891940,601318,39750,39564,186,87,80,7,3,1931587,601511,57152,25912,31240,1931587,601514,0.02322548260926177,0.00723262941106328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56770,25539,31231,377,369,8,5,4,1,0,0,0,0,0,0,0,644186,635135,9014,36,1
2021-02-01,2652883,2610780,1947916,662864,41962,41773,189,138,131,7,3,1989823,663060,119785,58236,61549,1989823,663063,0.02392571470092162,0.00797269715283077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117522,55976,61546,2212,2209,3,51,51,0,0,0,0,0,0,0,0,673024,663132,9807,84,1
2021-02-02,2785405,2740217,2010039,730178,45034,44844,190,151,144,7,3,2055030,730375,132522,65207,67315,2055030,730378,0.02470976638717864,0.00878209551896311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129437,62123,67314,3072,3071,1,13,13,0,0,0,0,0,0,0,0,707946,696414,11441,90,1
2021-02-03,2947926,2896381,2068073,828308,51365,51169,196,177,170,7,3,2119415,828511,162521,64385,98136,2119415,828514,0.02548393431116928,0.00996208687391761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156164,58034,98130,6331,6325,6,26,26,0,0,0,0,0,0,0,0,761037,744947,15982,108,0
2021-02-04,3082186,3024796,2124186,900610,57205,57006,199,182,175,7,3,2181370,900816,134260,61955,72305,2181370,900819,0.02622888381386153,0.010831485208066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128415,56113,72302,5840,5837,3,5,5,0,0,0,0,0,0,0,0,802421,782118,20193,110,0
2021-02-05,3229499,3165638,2187213,978425,63668,63335,333,190,182,8,3,2250733,978766,147313,69363,77950,2250733,978769,0.02706290741736799,0.01176875925753514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140842,63027,77815,6463,6329,134,8,7,1,0,0,0,0,0,0,0,841782,816497,25175,110,0
2021-02-06,3323520,3257028,2230269,1026759,66298,65965,333,191,183,8,3,2296420,1027100,94021,45687,48334,2296420,1027103,0.0276122498099029,0.01234992928841444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91390,43056,48334,2630,2630,0,1,1,0,0,0,0,0,0,0,0,847574,820540,26925,109,0
2021-02-07,3377032,3308205,2256347,1051858,68630,68296,334,193,185,8,4,2324832,1052200,53512,28412,25100,2324832,1052204,0.0279538768823021,0.01265174475878936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51177,26078,25099,2332,2331,1,2,2,0,1,0,0,0,0,0,0,843934,814947,28880,106,1
2021-02-08,3486138,3413450,2305425,1108025,72461,72125,336,222,214,8,5,2377769,1108369,109106,52937,56169,2377769,1108374,0.02859039357706474,0.01332713518032473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105245,49078,56167,3831,3829,2,29,29,0,1,0,0,0,0,0,0,833255,802670,30499,84,2
2021-02-09,3620478,3544239,2362389,1181850,75899,75372,527,335,327,8,5,2438093,1182385,134340,60324,74016,2438093,1182390,0.02931573186776618,0.01421710664979886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130789,56964,73825,3438,3247,191,113,113,0,0,0,0,0,0,0,0,835073,804022,30865,184,2
2021-02-10,3775341,3686499,2428363,1258136,80150,78640,1510,8687,8667,20,5,2515675,1259666,154863,77582,77281,2515675,1259671,0.03024858106989466,0.01514633661537968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142260,65974,76286,4251,3268,983,8352,8340,12,0,0,0,0,0,0,0,827415,790118,28785,8510,2
2021-02-11,3919416,3806945,2483163,1323782,87431,82883,4548,25033,24999,34,7,2591052,1328364,144075,75377,68698,2591052,1328371,0.03115491726010422,0.01597238827924793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120446,54800,65646,7281,4243,3038,16346,16332,14,2,0,0,0,0,0,0,837230,782149,30226,24851,4
2021-02-12,4075201,3939133,2544583,1394550,96750,87466,9284,39308,38951,357,10,2671010,1404191,155785,79958,75827,2671010,1404201,0.03211633558528003,0.01688417136034152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132188,61420,70768,9319,4583,4736,14275,13952,323,3,0,0,0,0,0,0,845702,773495,33082,39118,7
2021-02-13,4182743,4030042,2591545,1438497,100011,89182,10829,52679,52314,365,11,2733052,1449691,107542,62042,45500,2733052,1449702,0.03286233117959901,0.01743127728112273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90909,46962,43947,3261,1716,1545,13371,13363,8,1,0,0,0,0,0,0,859223,773014,33713,52488,8
2021-02-14,4248012,4085576,2622586,1462990,102489,90455,12034,59935,59549,386,12,2772602,1475410,65269,39550,25719,2772602,1475422,0.03333788202830336,0.01774053563330164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55534,31041,24493,2478,1273,1205,7256,7235,21,1,0,0,0,0,0,0,870980,777371,33859,59742,8
2021-02-15,4373496,4190306,2674553,1515753,107762,92731,15031,75415,75010,405,13,2842307,1531189,125484,69705,55779,2842307,1531202,0.03417601785406663,0.01841123667857924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104730,51967,52763,5273,2276,2997,15480,15461,19,1,0,0,0,0,0,0,887358,776856,35301,75193,8
2021-02-16,4507699,4298728,2730096,1568632,113923,95463,18460,95034,94618,416,14,2920191,1587508,134203,77884,56319,2920191,1587522,0.03511249831678446,0.0190884307063676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108422,55543,52879,6161,2732,3429,19619,19608,11,1,0,0,0,0,0,0,887221,754489,38024,94699,9
2021-02-17,4658784,4421000,2799174,1621826,121937,100288,21649,115832,115403,429,15,3014880,1643904,151085,94689,56396,3014880,1643919,0.03625104280004532,0.01976655058536582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122272,69078,53194,8014,4825,3189,20798,20785,13,1,0,0,0,0,0,0,883443,734501,41787,107145,10
2021-02-18,4803216,4533311,2861954,1671357,130172,104978,25194,139713,139280,433,20,3106232,1696984,144432,91352,53080,3106232,1697004,0.03734946305619805,0.02040484683829807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112311,62780,49531,8235,4690,3545,23881,23877,4,5,0,0,0,0,0,0,883800,726366,42741,114680,13
2021-02-19,4961811,4654449,2930530,1723919,140146,111941,28205,167195,166656,539,21,3209148,1752663,158595,102916,55679,3209148,1752684,0.03858692933041442,0.02107434547940702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121138,68576,52562,9974,6963,3011,27482,27376,106,1,0,0,0,0,0,0,886610,715316,43396,127887,11
2021-02-20,5074105,4741016,2981204,1759812,144616,115977,28639,188451,187902,549,22,3285105,1789000,112294,75957,36337,3285105,1789022,0.03950023946480221,0.02151127510621407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86567,50674,35893,4470,4036,434,21256,21246,10,1,0,0,0,0,0,0,891362,710974,44605,135772,11
2021-02-21,5160083,4807633,3019584,1788049,148260,119462,28798,204167,203612,555,23,3342681,1817402,85978,57576,28402,3342681,1817425,0.04019253568894891,0.02185279396223808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66617,38380,28237,3644,3485,159,15716,15710,6,1,0,0,0,0,0,0,912071,722057,45771,144232,11
2021-02-22,5315673,4930600,3086463,1844137,157212,126647,30565,227837,227270,567,24,3440404,1875269,155590,97723,57867,3440404,1875293,0.04136756111468686,0.02254860120655727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122967,66879,56088,8952,7185,1767,23670,23658,12,1,0,0,0,0,0,0,942177,740294,49450,152422,11
2021-02-23,5485932,5064687,3161632,1903055,164444,132223,32221,256776,256199,577,25,3550079,1935853,170259,109675,60584,3550079,1935878,0.04268629788666285,0.0232770777721389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134087,75169,58918,7232,5576,1656,28939,28929,10,1,0,0,0,0,0,0,978233,765959,50521,161742,11
2021-02-24,5662089,5196482,3235840,1960642,172067,138160,33907,293514,292919,595,26,3666945,1995144,176157,116866,59291,3666945,1995170,0.04409149954240705,0.02399000725181978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131795,74208,57587,7623,5937,1686,36738,36720,18,1,0,0,0,0,0,0,1003305,775482,50130,177682,11
2021-02-25,5851374,5328038,3309879,2018159,178836,143400,35436,344474,343865,609,26,3797170,2054204,189285,130225,59060,3797170,2054230,0.04565733037104232,0.02470014715382937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131556,74039,57517,6769,5240,1529,50960,50946,14,0,0,0,0,0,0,0,1048158,794727,48664,204761,6
2021-02-26,6064724,5469564,3385603,2083961,187686,150635,37051,407448,406767,681,26,3943031,2121693,213350,145861,67489,3943031,2121719,0.04741116911548901,0.02551163770321517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141526,75724,65802,8850,7235,1615,62974,62902,72,0,0,0,0,0,0,0,1102913,815115,47540,240253,5
2021-02-27,6212739,5562415,3439226,2123189,191772,153989,37783,458526,457837,689,26,4051078,2161661,148015,108047,39968,4051078,2161687,0.04871033074759924,0.02599221460134452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92851,53623,39228,4086,3354,732,51078,51070,8,0,0,0,0,0,0,0,1138634,821399,47156,270075,4
2021-02-28,6315954,5623956,3476924,2147032,195736,157599,38137,496235,495527,708,27,4130077,2185877,103215,78999,24216,4130077,2185904,0.04966021801679761,0.0262834008188685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61541,37698,23843,3964,3610,354,37709,37690,19,1,0,0,0,0,0,0,1155871,816323,47476,292068,4
2021-03-01,6514457,5754380,3559450,2194930,205373,165215,40158,554677,553953,724,27,4278645,2235812,198503,148568,49935,4278645,2235839,0.05144660584208987,0.02688382134048802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130424,82526,47898,9637,7616,2021,58442,58426,16,0,0,0,0,0,0,0,1198784,823780,48161,326840,3
2021-03-02,6733800,5894735,3650520,2244215,215417,172379,43038,623621,622875,746,27,4445801,2287999,219343,167156,52187,4445801,2288026,0.05345649655425234,0.02751132000398573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140355,91070,49285,10044,7164,2880,68944,68922,22,0,0,0,0,0,0,0,1247868,830048,50973,366845,2
2021-03-03,6981534,6052773,3743802,2308971,230537,181620,48917,698197,697397,800,27,4622846,2358688,247734,177045,70689,4622846,2358715,0.05558529301465342,0.02836128748676859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158038,93282,64756,15120,9241,5879,74576,74522,54,0,0,0,0,0,0,0,1319445,856291,58470,404683,1
2021-03-04,7226745,6194212,3827750,2366462,245025,190713,54312,787481,786644,837,27,4805134,2421611,245211,182288,62923,4805134,2421638,0.05777713152561726,0.02911787626181345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141439,83948,57491,14488,9093,5395,89284,89247,37,0,0,0,0,0,0,0,1375371,866174,66189,443007,1
2021-03-05,7501581,6342434,3914768,2427666,258411,198132,60279,900708,899825,883,28,5012753,2488828,274836,207619,67217,5012753,2488856,0.06027355103654393,0.02992610829590219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148222,87018,61204,13386,7419,5967,113227,113181,46,1,0,0,0,0,0,0,1436857,872870,70725,493260,2
