date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,cum_vacs_pfizer_first_dose,cum_vacs_pfizer_second_dose,cum_vacs_moderna_first_dose,cum_vacs_moderna_second_dose,cum_vacs_astrazeneca_first_dose,cum_vacs_astrazeneca_second_dose,dosen_erst_kumulativ,dosen_zweit_kumulativ,new_vacs_pfizer,new_vacs_pfizer_first_dose,new_vacs_pfizer_second_dose,new_vacs_moderna,new_vacs_moderna_first_dose,new_vacs_moderna_second_dose,new_vacs_astrazeneca,new_vacs_astrazeneca_first_dose,new_vacs_astrazeneca_second_dose,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-01-06,459395,62372,62363,9,459380,11,4,457948,1447,0.006,0,169498,225530,19910,180812,169086,225082,19910,180181,412,448,0,631,459395,0,0,457933,1447,11,0,4,0,457948,1447,62364,62355,9,6,6,0,2,2,0,0,21511,32965,3421,23156,62372,0,307407,307393,10,4,0
2021-01-07,514630,55235,55226,9,514612,14,4,513174,1456,0.006,0,189172,254868,22957,197233,188758,254418,22957,196600,414,450,0,633,514630,0,0,513156,1456,14,0,4,0,513174,1456,55232,55223,9,3,3,0,0,0,0,0,19674,29338,3047,16421,55235,0,312623,312606,13,4,0
2021-01-08,577319,62689,62358,331,577251,63,5,575532,1787,0.007,0,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,577319,0,0,575464,1787,63,0,5,0,575532,1787,62639,62308,331,49,49,0,1,1,0,0,22349,32447,3367,20986,62689,0,356529,356466,60,3,0
2021-01-09,637993,60674,60627,47,637925,63,5,636159,1834,0.008,0,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,637993,0,0,636091,1834,63,0,5,0,636159,1834,60674,60627,47,0,0,0,0,0,0,0,25801,25923,2683,25106,60674,0,364908,364845,60,3,0
2021-01-10,673504,35511,35502,9,673436,63,5,671661,1843,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,673504,0,0,671593,1843,63,0,5,0,671661,1843,35511,35502,9,0,0,0,0,0,0,0,15133,14556,1372,12990,35511,0,376789,376726,60,3,0
2021-01-11,740251,66747,66693,54,740180,66,5,738354,1897,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,740251,0,0,738283,1897,66,0,5,0,738354,1897,66744,66690,54,3,3,0,0,0,0,0,25058,31382,3208,20459,66747,0,396317,396252,62,3,0
2021-01-12,822580,82329,82269,60,822491,83,6,820623,1957,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,822580,0,0,820534,1957,83,0,6,0,820623,1957,82311,82251,60,17,17,0,1,1,0,0,28182,42162,2995,24957,82329,0,425557,425475,78,4,0
2021-01-13,934258,111678,111481,197,933281,971,6,932104,2154,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,934258,0,0,931127,2154,971,0,6,0,932104,2154,110790,110593,197,888,888,0,0,0,0,0,39472,57506,3903,35608,111678,0,474863,473901,960,2,0
2021-01-14,1016968,82710,82525,185,1011443,5519,6,1014629,2339,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,1016968,0,0,1009148,2295,5475,44,6,0,1014629,2339,78162,78021,141,4548,4504,44,0,0,0,0,29636,42257,2284,24124,82710,0,502338,496831,5505,2,0
2021-01-15,1109001,92033,91356,677,1097965,11025,11,1105985,3016,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,1109001,0,0,1094993,2972,10981,44,11,0,1105985,3016,86522,85845,677,5506,5506,0,5,5,0,0,33922,44572,3959,27739,92033,0,531682,520714,10962,6,0
2021-01-16,1166865,57864,56857,1007,1154047,12806,12,1162842,4023,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,1166865,0,0,1150068,3979,12762,44,12,0,1162842,4023,56082,55075,1007,1781,1781,0,1,1,0,0,24258,24954,2131,19596,57864,0,528872,516122,12743,7,0
2021-01-17,1215845,48980,31741,17239,1201721,14111,13,1194583,21262,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,1215845,0,0,1180503,21218,14067,44,13,0,1194583,21262,47674,30435,17239,1305,1305,0,1,1,0,0,20466,20375,2025,19746,48980,0,542341,528285,14048,8,0
2021-01-18,1297804,81959,66819,15140,1279569,18221,14,1261402,36402,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,1297804,0,0,1243213,36356,18175,46,14,0,1261402,36402,77848,62710,15138,4110,4108,2,1,1,0,0,29279,42881,2222,20356,81959,0,557553,539389,18155,9,0
2021-01-19,1415283,117479,83201,34278,1393497,21758,28,1344603,70680,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,1415283,0,0,1322867,70630,21708,50,28,0,1344603,70680,113928,79654,34274,3537,3533,4,14,14,0,0,37037,62085,3608,30943,117479,0,592703,571006,21675,22,0
2021-01-20,1546838,131555,80196,51359,1522252,24555,31,1424799,122039,0.017,0.001,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,1546838,0,0,1400263,121989,24505,50,31,0,1424799,122039,128755,77396,51359,2797,2797,0,3,3,0,0,48311,64071,4243,42235,131555,0,612580,588971,23584,25,0
2021-01-21,1654612,107774,65682,42092,1627216,27365,31,1490481,164131,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,1654612,0,0,1463136,164080,27314,51,31,0,1490481,164131,104964,62873,42091,2810,2809,1,0,0,0,0,42074,48464,4449,34117,107774,0,637644,615773,21846,25,0
2021-01-22,1758315,103703,68548,35155,1728764,29513,38,1559029,199286,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,1758315,0,0,1529531,199233,29460,53,38,0,1559029,199286,101548,66395,35153,2148,2146,2,7,7,0,0,43899,45386,3607,34447,103703,0,649314,630799,18488,27,0
2021-01-23,1843373,85058,40078,44980,1813435,29897,41,1599107,244266,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,1843373,0,0,1569223,244212,29843,54,41,0,1599107,244266,84671,39692,44979,384,383,1,3,3,0,0,37718,37100,3401,27274,85058,0,676508,659388,17091,29,0
2021-01-24,1892480,49107,26125,22982,1862294,30141,45,1625232,267248,0.02,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,1892480,0,0,1595100,267194,30087,54,45,0,1625232,267248,48859,25877,22982,244,244,0,4,4,0,0,23888,19078,917,15066,49107,0,676635,660573,16030,32,0
2021-01-25,1984003,91523,52635,38888,1952357,31598,48,1677867,306136,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,1984003,0,0,1646276,306081,31543,55,48,0,1677867,306136,90063,51176,38887,1457,1456,1,3,3,0,0,40720,41565,3496,25135,91523,0,686199,672788,13377,34,0
2021-01-26,2082456,98453,50248,48205,2049150,33251,55,1728115,354341,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,2082456,0,0,1694867,354283,33193,58,55,0,1728115,354341,96793,48591,48202,1653,1650,3,7,7,0,0,40197,45564,3787,26288,98453,0,667173,655653,11493,27,0
2021-01-27,2193415,110959,51403,59556,2158078,35274,63,1779518,413897,0.021,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,2193415,0,0,1744249,413829,35206,68,63,0,1779518,413897,108928,49382,59546,2023,2013,10,8,8,0,0,43262,52313,5172,30854,110959,0,646577,635826,10719,32,0
2021-01-28,2284622,91207,45132,46075,2247613,36943,66,1824650,459972,0.022,0.006,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,2284622,0,0,1787727,459886,36857,86,66,0,1824650,459972,89535,43478,46057,1669,1651,18,3,3,0,0,38156,40823,4188,24438,91207,0,630010,620397,9578,35,0
2021-01-29,2393204,108582,51498,57084,2354752,38381,71,1876148,517056,0.023,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,2393204,0,0,1837782,516970,38295,86,71,0,1876148,517056,107139,50055,57084,1438,1438,0,5,5,0,0,42904,47911,5533,29403,108582,0,634889,625988,8868,33,0
2021-01-30,2481767,88563,36373,52190,2442439,39255,73,1912521,569246,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,2481767,0,0,1873280,569159,39168,87,73,0,1912521,569246,87687,35498,52189,874,873,1,2,2,0,0,36518,36449,3961,27333,88563,0,638394,629004,9358,32,0
2021-01-31,2538356,56589,26143,30446,2498647,39632,77,1938664,599692,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,2538356,0,0,1899051,599596,39537,95,76,1,1938664,599692,56208,25771,30437,377,369,8,4,3,1,0,25453,22230,2107,15997,56589,0,645876,636353,9491,32,0
2021-02-01,2658379,120023,58748,61275,2616410,41841,128,1997412,660967,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,2658379,0,0,1955539,660871,41746,95,127,1,1997412,660967,117763,56488,61275,2209,2209,0,51,51,0,0,43309,63377,3710,27400,120023,0,674376,664053,10243,80,0
2021-02-02,2790180,131801,64132,67669,2745298,44741,141,2061544,728636,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,2790180,0,0,2016759,728539,44645,96,140,1,2061544,728636,128888,61220,67668,2900,2899,1,13,13,0,0,43459,70065,5194,30200,131801,0,707724,696148,11490,86,0
2021-02-03,2949713,159533,64299,95234,2898448,51099,165,2125844,823870,0.026,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,2949713,0,1,2074678,823770,51001,98,164,1,2125843,823870,153150,57919,95231,6358,6356,2,24,24,0,1,59350,77411,5926,42514,159533,0,756298,740370,15825,102,1
2021-02-04,3081330,131617,60888,70729,3024368,56791,170,2186732,894599,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,3081330,0,1,2129871,894497,56691,100,169,1,2186731,894599,125920,55193,70727,5692,5690,2,5,5,0,0,49003,64662,4567,31313,131617,0,796708,776755,19848,104,1
2021-02-05,3225867,144537,67380,77157,3162550,63138,178,2254112,971756,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,3225867,0,1,2190897,971653,63038,100,176,2,2254111,971756,138182,61026,77156,6347,6347,0,8,7,1,0,54538,70143,5321,33929,144537,0,832663,807798,24757,107,1
2021-02-06,3326397,100530,47372,53158,3260554,65663,179,2301484,1024914,0.028,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,3326397,0,1,2235743,1024811,65563,100,177,2,2301483,1024914,98004,44846,53158,2525,2525,0,1,1,0,0,39990,46078,4560,25804,100530,0,844630,818115,26408,106,1
2021-02-07,3380655,54258,28155,26103,3312412,68061,181,2329639,1051017,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,3380655,0,1,2261499,1050913,67960,101,179,2,2329638,1051017,51858,25756,26102,2398,2397,1,2,2,0,0,25641,21272,2718,13233,54258,0,842299,813765,28429,104,1
2021-02-08,3490419,109764,53005,56759,3418182,72031,205,2382644,1107776,0.029,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,3490419,0,1,2310511,1107671,71929,102,203,2,2382643,1107776,105770,49012,56758,3970,3969,1,24,24,0,0,52517,45804,3974,18776,109764,0,832040,801772,30190,77,1
2021-02-09,3624684,134265,59946,74319,3548698,75665,320,2442590,1182095,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,3624684,0,1,2366899,1181799,75372,293,318,2,2442589,1182095,130516,56388,74128,3634,3443,191,115,115,0,0,61170,58646,4448,22913,134265,0,834504,803400,30924,179,1
2021-02-10,3777175,152491,75250,77241,3689944,79613,7617,2517840,1259336,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,3777175,0,1,2431857,1258087,78372,1241,7610,7,2517839,1259336,141246,64958,76288,3948,3000,948,7297,7292,5,0,66918,66666,4008,29421,152491,0,827462,791496,28514,7452,0
2021-02-11,3918283,141108,73743,67365,3808556,86789,22935,2591585,1326701,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,3918283,0,3,2485996,1322560,82664,4125,22922,13,2591582,1326701,118612,54139,64473,7176,4292,2884,15318,15312,6,2,61016,67530,5474,25137,141108,0,836953,784188,29998,22765,2
2021-02-12,4074898,156615,80226,76389,3941888,96546,36458,2671814,1403090,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,4074898,0,6,2548215,1393673,87470,9076,36123,335,2671808,1403090,133332,62219,71113,9757,4806,4951,13523,13201,322,3,71492,70677,6276,25475,156615,0,849031,779338,33408,36280,5
2021-02-13,4182632,107734,62268,45466,4033642,99732,49251,2734083,1448556,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,4182632,0,7,2596050,1437592,89117,10615,48909,342,2734076,1448556,91754,47835,43919,3186,1647,1539,12793,12786,7,1,56331,41719,4604,17535,107734,0,856235,773088,34069,49072,6
2021-02-14,4247902,65270,40004,25266,4089216,102177,56501,2774088,1473822,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,4247902,0,8,2627583,1461633,90359,11818,56138,363,2774080,1473822,55574,31533,24041,2445,1242,1203,7250,7229,21,1,38523,22724,1618,8066,65270,0,867247,776804,34116,56320,7
2021-02-15,4374102,126200,70763,55437,4195482,107289,71322,2844852,1529259,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,4374102,0,9,2681343,1514139,92555,14734,70945,377,2844843,1529259,106266,53760,52506,5112,2196,2916,14821,14807,14,1,67469,48201,4035,19272,126200,0,883683,777300,35258,71117,8
2021-02-16,4511333,137231,82290,54941,4302887,113226,95210,2927143,1584200,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,4511333,0,10,2737080,1565807,95229,17997,94824,386,2927133,1584200,107405,55737,51668,5937,2674,3263,23888,23879,9,1,66034,58031,2675,16982,137231,0,886649,754189,37561,94890,9
2021-02-17,4660898,149565,93474,56091,4424800,121104,114983,3020618,1640291,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,4660898,0,11,2806108,1618692,99909,21195,114590,393,3020607,1640291,121913,69028,52885,7878,4680,3198,19773,19766,7,1,80408,57991,5087,21528,149565,0,883723,734856,41491,107366,10
2021-02-18,4803117,142219,90732,51487,4535806,129110,138189,3111351,1691778,0.037,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,4803117,0,12,2869184,1666622,104361,24749,137794,395,3111339,1691778,111006,63076,47930,8006,4452,3554,23206,23204,2,1,75874,58183,3438,19017,142219,0,884834,727250,42321,115254,9
2021-02-19,4957957,154840,100044,54796,4655218,139030,163696,3211396,1746574,0.039,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,4957957,0,13,2936924,1718294,111260,27770,163199,497,3211383,1746574,119412,67740,51672,9920,6899,3021,25507,25405,102,1,80761,60342,4872,17360,154840,0,883059,713330,42484,127238,7
2021-02-20,5071118,113161,76034,37127,4742726,143558,184820,3287431,1783701,0.04,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,5071118,0,14,2987843,1754883,115260,28298,184314,506,3287417,1783701,87508,50919,36589,4528,4000,528,21124,21115,9,1,61600,43713,3658,13991,113161,0,888486,709084,43826,135569,7
2021-02-21,5157487,86369,57060,29309,4810570,146786,200116,3344492,1813010,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,5157487,0,15,3026541,1784029,118329,28457,199607,509,3344477,1813010,67844,38698,29146,3228,3069,159,15296,15293,3,1,48786,30517,2566,10371,86369,0,909585,721354,44609,143615,7
2021-02-22,5316687,159200,99504,59696,4935753,155866,225052,3443997,1872706,0.041,0.023,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,5316687,0,16,3093807,1841946,125640,30226,224534,518,3443981,1872706,125183,67266,57917,9080,7311,1769,24936,24927,9,1,79647,69613,4897,17850,159200,0,942585,740271,48577,153730,7
2021-02-23,5483935,167248,107669,59579,5068112,163024,252782,3551667,1932285,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,5483935,0,17,3168257,1899855,131137,31887,252256,526,3551650,1932285,132359,74450,57909,7158,5497,1661,27730,27722,8,1,80209,72879,5300,17870,167248,0,972602,765225,49798,157572,7
2021-02-24,5660330,176395,116728,59667,5200930,170777,288605,3668396,1991952,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,5660330,0,18,3243108,1957822,137202,33575,288068,537,3668378,1991952,132818,74851,57967,7753,6065,1688,35823,35812,11,1,84879,74824,6578,19035,176395,0,999432,776130,49673,173622,7
2021-02-25,5849849,189519,130973,58546,5332408,177519,339904,3799369,2050498,0.046,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,5849849,0,18,3317532,2014876,142462,35057,339357,547,3799351,2050498,131478,74424,57054,6742,5260,1482,51299,51289,10,0,82386,90489,6436,18119,189519,0,1046732,796602,48409,201715,6
2021-02-26,6059752,209903,144213,65690,5472707,186351,400676,3943582,2116188,0.047,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,6059752,0,18,3393826,2078881,149686,36665,400052,624,3943564,2116188,140299,76294,64005,8832,7224,1608,60772,60695,77,0,88644,101335,7076,19689,209903,0,1101795,817489,47321,236980,5
2021-02-27,6208056,148304,108233,40071,5565591,190520,451927,4051815,2156259,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,6208056,0,18,3447379,2118212,153123,37397,451295,632,4051797,2156259,92884,53553,39331,4169,3437,732,51251,51243,8,0,63656,72302,6710,12871,148304,0,1136938,822865,46962,267107,4
2021-02-28,6316392,108336,84052,24284,5628006,194471,493897,4135867,2180543,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,6316392,0,18,3485871,2142135,156722,37749,493256,641,4135849,2180543,62415,38492,23923,3951,3599,352,41970,41961,9,0,48225,53289,4281,6661,108336,0,1158905,817436,47685,293781,3
2021-03-01,6513717,197325,147399,49926,5757978,203881,551840,4283266,2230469,0.052,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,6513717,0,18,3567950,2190028,164108,39773,551190,650,4283248,2230469,129972,82079,47893,9410,7386,2024,57943,57934,9,0,102521,77964,7799,13259,197325,0,1197030,822225,48015,326788,2
2021-03-02,6733023,219306,165913,53393,5897957,214081,620967,4449179,2283862,0.053,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,6733023,0,18,3657402,2240555,171455,42626,620304,663,4449161,2283862,139979,89452,50527,10200,7347,2853,69127,69114,13,0,110086,94219,9601,14607,219306,0,1249088,829845,51057,368185,1
2021-03-03,6976928,243905,174754,69151,6054600,228189,694121,4623933,2353013,0.056,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,6976928,0,18,3750387,2304213,180140,48049,693388,733,4623915,2353013,156643,92985,63658,14108,8685,5423,73154,73084,70,0,120669,101381,11624,17234,243905,0,1316598,853670,57412,405516,0
2021-03-04,7220850,243922,181244,62678,6197024,242547,781261,4805177,2415691,0.058,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,7220850,0,18,3835496,2361528,189180,53367,780483,778,4805159,2415691,142424,85109,57315,14358,9040,5318,87140,87095,45,0,111264,109772,12386,15763,243922,0,1371001,864616,65028,441357,0
2021-03-05,7490782,269932,202351,67581,6344479,255933,890352,5007528,2483272,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,7490782,0,18,3921280,2423199,196697,59236,889533,819,5007510,2483272,147455,85784,61671,13386,7517,5869,109091,109050,41,0,117945,125041,14949,15447,269932,0,1431030,871772,69582,489676,0
2021-03-06,7693500,202718,153262,49456,6455539,264527,973416,5160790,2532728,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,7693500,0,18,3985095,2470444,203096,61431,972581,835,5160772,2532728,111060,63815,47245,8594,6399,2195,83064,83048,16,0,89511,94681,10430,9518,202718,0,1485444,889948,74007,521489,0
2021-03-07,7844036,150536,116035,34501,6538061,271258,1034699,5276825,2567229,0.063,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,7844036,0,18,4035471,2502590,207487,63771,1033849,850,5276807,2567229,82522,50376,32146,6731,4391,2340,61283,61268,15,0,71282,66068,8107,5565,150536,0,1527644,910055,76787,540802,0
2021-03-08,8081908,237872,185814,52058,6673393,282197,1126300,5462639,2619287,0.066,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,8081908,0,18,4122054,2551339,215147,67050,1125420,880,5462621,2619287,135332,86583,48749,10939,7660,3279,91601,91571,30,0,118828,95840,16349,12320,237872,0,1568191,915415,78316,574460,0
2021-03-09,8332364,250456,195694,54762,6813484,295054,1223808,5658333,2674049,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,8332364,0,18,4210783,2602701,224645,70409,1222887,921,5658315,2674049,140091,88729,51362,12857,9498,3359,97508,97467,41,0,120904,102416,17409,13547,250456,0,1599341,915527,80973,602841,0
