date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,cum_vacs_vaccination_centres,cum_vacs_doctors_offices,cum_vacs_jj,dosen_biontech_erst_kumulativ,dosen_biontech_zweit_kumulativ,dosen_moderna_erst_kumulativ,dosen_moderna_zweit_kumulativ,dosen_astrazeneca_erst_kumulativ,dosen_astrazeneca_zweit_kumulativ,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_jj,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_vaccination_centres,new_vacs_doctors_offices,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum,new_vacs_jj_7day_rollsum
2021-03-22,11362299,266014,189833,76181,8752405,478487,2131407,7877135,3485164,0.095,0.042,5329624,4766248,576579,1645397,3534739,3445389,453483,925279,1794885,1320859,123096,720118,11356044,6255,0,5388143,3364262,359211,119276,2129781,1626,165521,23642,76851,0,157875,71965,22305,9578,264486,1528,1474584,1117561,115910,241113,0
2021-03-23,11659862,297563,213815,83748,8932523,498614,2228725,8090950,3568912,0.097,0.043,5490190,4854892,604288,1656865,3629814,3521119,478432,932910,1860376,1333773,125856,723955,11648619,11243,0,5489886,3442637,374053,124561,2227011,1714,180118,20127,97318,0,160566,88644,27709,11468,292575,4988,1593051,1131600,124932,336519,0
2021-03-24,11993495,333633,245627,88006,9129426,531707,2332362,8336577,3656918,0.1,0.044,5664852,4952071,635971,1672375,3732242,3605792,507202,944863,1932610,1346279,128769,727512,11976460,17035,0,5604303,3525123,401702,130005,2330572,1790,196903,33093,103637,0,174662,97179,31683,15510,327841,5792,1721666,1142858,140060,438748,0
2021-03-25,12330509,337014,256976,80038,9317800,558950,2453759,8593553,3736956,0.103,0.045,5830941,5060081,670798,1683452,3832663,3703768,539527,951994,1998278,1356313,131271,731458,12307529,22980,0,5718391,3599409,423275,135675,2451887,1872,188374,27243,121397,0,166089,108010,34827,11077,331069,5945,1863946,1156251,149126,558569,0
2021-03-26,12704700,374191,285243,88948,9519502,595337,2589861,8878796,3825904,0.107,0.046,6003833,5184282,710463,1698535,3933360,3816071,576057,962322,2070473,1368211,134406,736213,12675406,29294,0,5837872,3681630,453033,142304,2587891,1970,201702,36387,136102,0,172892,124201,39665,15083,367877,6314,1994664,1173661,164996,656007,0
2021-03-27,12991356,286656,223458,63198,9671381,622691,2697284,9102254,3889102,0.109,0.047,6147056,5279869,744190,1703356,4023632,3903670,607441,965464,2123424,1376199,136749,737892,12959712,31644,0,5929970,3741411,477043,145648,2695241,2043,151879,27354,107423,0,143223,95587,33727,4821,284306,2350,2061142,1189108,177054,694980,0
2021-03-28,13188133,196777,144026,52751,9789016,641215,2757902,9246280,3941853,0.111,0.047,6253046,5333384,768116,1706823,4085867,3950861,629648,967502,2167179,1382523,138468,739321,13156298,31835,0,5998183,3790833,492289,148926,2755808,2094,117635,18524,60618,0,105990,53515,23926,3467,196586,191,2091848,1202132,186370,703346,0
2021-03-29,13495806,307673,218684,88989,9976139,666926,2852741,9464964,4030842,0.114,0.048,6418833,5404751,806706,1716518,4180272,4010842,665103,973637,2238561,1393909,141603,742881,13458023,37783,0,6103615,3872524,510754,156172,2850595,2146,187123,25711,94839,0,165787,71367,38590,9695,301725,5948,2133507,1223734,188439,721334,0
2021-03-30,13823071,327265,233914,93351,10191228,693000,2938843,9698878,4124193,0.117,0.05,6591913,5474211,853024,1727240,4280843,4069380,706095,981320,2311070,1404831,146929,745920,13773152,49919,0,6232941,3958287,529308,163692,2936629,2214,215089,26074,86102,0,173080,69460,46318,10722,315129,12136,2163209,1258705,194386,710118,0
2021-03-31,14163550,340479,237454,103025,10440021,731038,2992491,9936332,4227218,0.119,0.051,6774517,5538855,899988,1738789,4384637,4121392,747318,988525,2389880,1417463,152670,750264,14097316,66234,0,6387553,4052468,558537,172501,2990242,2249,248793,38038,53648,0,182604,64644,46964,11549,324164,16315,2170055,1310595,199331,660129,0
2021-04-01,14486100,322550,230130,92420,10675432,763014,3047654,10166462,4319638,0.122,0.052,6936269,5606629,944397,1747554,4476928,4175958,787230,994147,2459341,1430671,157167,753407,14399787,86313,0,6539184,4136248,581913,181101,3045365,2289,235411,31976,55163,0,161752,67774,44409,8765,302471,20079,2155591,1357632,204064,593895,0
2021-04-02,14715702,229602,157987,71615,10856637,779535,3079530,10324449,4391253,0.124,0.053,7067172,5654574,981393,1749910,4552089,4213818,820223,995356,2515083,1440756,161170,754554,14627865,87837,0,6654258,4202379,592970,186565,3077221,2309,181205,16521,31876,0,130903,47945,36996,2356,228078,1524,2011002,1337135,184198,489669,0
2021-04-03,14947402,231700,165668,66032,11030035,796607,3120760,10490117,4457285,0.126,0.054,7198861,5698683,1018737,1753036,4633025,4248782,853330,997097,2565836,1449901,165407,755939,14858166,89236,0,6767010,4263025,604688,191919,3118419,2341,173398,17072,41230,0,131689,44109,37344,3126,230301,1399,1956046,1358654,173916,423476,0
2021-04-04,15143463,196061,142477,53584,11165345,807719,3170399,10632594,4510869,0.128,0.054,7309766,5731715,1048001,1754173,4704262,4274251,879171,997551,2605504,1457464,168830,756622,15054091,89372,0,6852978,4312367,611602,196117,3168014,2385,135310,11112,49639,0,110905,33032,29264,1137,195925,136,1955330,1376329,166504,412497,0
2021-04-05,15392849,249386,175961,73425,11333392,825633,3233824,10808555,4584294,0.13,0.055,7456036,5770066,1081529,1756372,4794323,4302940,907924,998846,2661713,1467126,173605,757526,15302167,90682,0,6952918,4380474,624237,201396,3231400,2424,168047,17914,63425,0,146270,38351,33528,2199,248076,1310,1897043,1357253,158707,381083,0
2021-04-06,15770750,377901,278809,99092,11591019,858818,3320913,11087364,4683386,0.133,0.056,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,15643441,127309,0,7120273,4470746,648687,210131,3318404,2509,257627,33185,87089,0,188890,56620,43111,5556,341274,36627,1947679,1399791,165818,382070,0
2021-04-07,16447705,676955,579864,97091,12132593,894583,3420529,11667228,4780477,0.14,0.057,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16014732,432973,0,7573050,4559543,676251,218332,3417927,2602,541574,35765,99616,0,0,0,0,0,371291,305664,2284155,1692572,163545,428038,0
2021-04-08,17180010,732305,642585,89720,12705650,929824,3544536,12309813,4870197,0.148,0.059,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16422159,757851,0,8065516,4640134,702435,227389,3541862,2674,573057,35241,124007,0,0,0,0,0,407427,324878,2693910,2030218,166810,496882,0
2021-04-09,17802240,622230,533932,88298,13192128,965376,3644736,12843745,4958495,0.154,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,16804886,997354,0,8474862,4717266,726918,238458,3641965,2771,486478,35552,100200,0,0,0,0,0,382727,239503,3086538,2335491,185841,565206,0
2021-04-10,18170638,368398,302919,65479,13437813,988569,3744256,13146664,5023974,0.158,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17140238,1030400,0,8662668,4775145,742584,245985,3741412,2844,245685,23193,99520,0,0,0,0,0,335352,33046,3223236,2407778,191962,623496,0
2021-04-11,18431194,260556,210458,50098,13605615,1006606,3818973,13357122,5074072,0.161,0.061,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17395715,1035479,0,8784140,4821475,756903,249703,3816079,2894,167802,18037,74717,0,0,0,0,0,255477,5079,3287731,2440270,198887,648574,0
2021-04-12,18845982,414788,338219,76569,13883694,1035207,3927081,13695341,5150641,0.165,0.062,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,17761996,1083986,0,8994279,4889415,776945,258262,3924117,2964,278079,28601,108108,0,0,0,0,0,366281,48507,3453133,2550302,209574,693257,0
2021-04-13,19416177,570195,497098,73097,14311953,1061842,4042382,14192439,5223738,0.171,0.063,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18136061,1280116,0,9354979,4956974,798235,263607,4039225,3157,428259,26635,115301,0,0,0,0,0,374065,196130,3645427,2720934,203024,721469,0
2021-04-14,20188810,772633,689801,82832,14928218,1095082,4165510,14882240,5306570,0.179,0.064,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18534897,1653913,0,9897390,5030828,822988,272094,4161862,3648,616265,33240,123128,0,0,0,0,0,398836,373797,3741105,2795625,200499,744981,0
2021-04-15,20866241,677431,608082,69349,15459422,1131375,4275444,15490322,5375919,0.186,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,18916699,1949542,0,10368597,5090825,850535,280840,4271190,4254,531204,36293,109934,0,0,0,0,0,381802,295629,3686231,2753772,201551,730908,0
2021-04-16,21457849,591608,516916,74692,15895631,1162214,4400004,16007238,5450611,0.192,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19313468,2144381,0,10739641,5155990,872521,289693,4395076,4928,436209,30839,124560,0,0,0,0,0,396769,194839,3655609,2703503,196838,755268,0
2021-04-17,21818702,360853,305428,55425,16118243,1184096,4516363,16312666,5506036,0.196,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19652517,2166185,0,10915104,5203139,887509,296587,4510053,6310,222612,21882,116359,0,0,0,0,0,339049,21804,3648064,2680430,195527,772107,0
2021-04-18,22084291,265589,226847,38742,16289300,1198314,4596677,16539513,5544778,0.199,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,19913495,2170796,0,11052131,5237169,898063,300251,4589319,7358,171057,14218,80314,0,0,0,0,0,260978,4611,3653097,2683685,191708,777704,0
2021-04-19,22482124,397833,337361,60472,16578147,1230099,4673878,16876874,5605250,0.203,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20266997,2215127,0,11289560,5288587,922038,308061,4665276,8602,288847,31785,77201,0,0,0,0,0,353502,44331,3636142,2694453,194892,746797,0
2021-04-20,23035854,553730,492521,61209,16955226,1267930,4812698,17369395,5666459,0.209,0.068,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20626276,2409578,0,11613641,5341585,953615,314315,4802139,10559,377079,37831,138820,0,0,0,0,0,359279,194451,3619677,2643273,206088,770316,0
2021-04-21,23747106,711252,640185,71067,17403574,1306880,5036652,18009580,5737526,0.217,0.069,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,20998380,2748726,0,12000816,5402758,985088,321792,5023676,12976,448348,38950,223954,0,0,0,0,0,372104,339148,3558296,2475356,211798,871142,0
2021-04-22,24378178,631072,566093,64979,17782224,1347795,5248159,18575673,5802505,0.223,0.07,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21362193,3015985,0,12324746,5457478,1019157,328638,5231770,16389,378650,40915,211507,0,0,0,0,0,363813,267259,3511937,2322802,216420,972715,0
2021-04-23,24924648,546470,480294,66176,18129978,1389452,5405218,19055967,5868681,0.229,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,21740468,3184180,0,12619357,5510621,1051224,338228,5385386,19832,347754,41657,157059,0,0,0,0,0,378275,168195,3466799,2234347,227238,1005214,0
2021-04-24,25290254,365606,307095,58511,18366621,1438195,5485438,19363062,5927192,0.233,0.071,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22089163,3201091,0,12815110,5551511,1084733,353462,5463219,22219,236643,48743,80220,0,0,0,0,0,348695,16911,3471552,2248378,254099,969075,0
2021-04-25,25571134,280880,233853,47027,18553291,1471414,5546429,19596915,5974219,0.236,0.072,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22364229,3206905,0,12966338,5586953,1108202,363212,5522375,24054,186670,33219,60991,0,0,0,0,0,275066,5814,3486843,2263991,273100,949752,0
2021-04-26,25995686,424552,352710,71842,18866632,1511752,5617240,19949625,6046061,0.24,0.073,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,22702189,3293497,62,13219902,5646730,1140350,371402,5589373,27867,313341,40338,70811,62,0,0,0,0,337960,86592,3513562,2288485,281653,943362,62
2021-04-27,26775521,779835,691364,88471,19540144,1562127,5672734,20640989,6134532,0.248,0.074,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23067144,3708377,516,13818434,5721710,1181819,380308,5640736,31998,673512,50375,55494,454,0,0,0,0,364955,414880,3739667,2584918,294197,860036,516
2021-04-28,27885344,1109823,986240,123583,20541768,1617203,5725144,21627229,6258115,0.26,0.075,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23447884,4437460,1229,14712636,5829132,1226223,390980,5688370,36774,1001624,55076,52410,713,0,0,0,0,380740,729083,4138238,3138194,310323,688492,1229
2021-04-29,28809046,923702,795203,128499,21354765,1672314,5779861,22422432,6386614,0.27,0.077,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,23813518,4995528,2106,15416491,5938274,1270368,401946,5735573,44288,812997,55111,54717,877,0,0,0,0,365634,558068,4430868,3572541,324519,531702,2106
2021-04-30,29581676,772630,642462,130168,22013778,1721139,5843874,23064894,6516782,0.277,0.078,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24186302,5395374,2885,15966199,6047579,1307918,413221,5790777,53097,659013,48825,64013,779,0,0,0,0,372784,399846,4657028,3883800,331687,438656,2885
2021-05-01,29897805,316129,242473,73656,22254459,1755771,5882386,23307367,6590438,0.28,0.079,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24477781,5420024,5189,16147194,6107265,1336722,419049,5823451,58935,240681,34632,38512,2304,0,0,0,0,291479,24650,4607551,3887838,317576,396948,5189
2021-05-02,30147919,250114,184686,65428,22441472,1789587,5910092,23492053,6655866,0.282,0.08,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,24720240,5427679,6768,16279948,6161524,1365449,424138,5846656,63436,187013,33816,27706,1579,0,0,0,0,242459,7655,4576785,3888181,318173,363663,6768
