date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2021-02-19,4951292,152640,98914,53726,4653783,132797,164712,3214683,1736609,0.039,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,118036,9429,25175,80761,60342,4872,17360,880066,712693,39779,127594
2021-02-20,5065512,114220,76437,37783,4741909,137268,186335,3291120,1774392,0.04,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,88126,4471,21623,61600,43713,3658,13991,886306,708654,41215,136437
2021-02-21,5151334,85822,56922,28900,4809201,140496,201637,3348042,1803292,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,67292,3228,15302,48786,30517,2566,10371,907284,720813,42042,144429
2021-02-22,5312230,160896,99639,61257,4936327,149303,226600,3447681,1864549,0.041,0.022,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,127126,8807,24963,79647,69613,4897,17850,941595,740491,46452,154652
2021-02-23,5478880,166650,106760,59890,5068780,156126,253974,3554441,1924439,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,132453,6823,27374,80209,72879,5300,17870,973759,767179,48040,158540
2021-02-24,5653412,174532,115590,58942,5200554,163650,289208,3670031,1983381,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,131774,7524,35234,84879,74824,6578,19035,998391,776283,48043,174065
2021-02-25,5842172,188760,130397,58363,5331697,170169,340306,3800428,2041744,0.046,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,131143,6519,51098,82386,90489,6436,18119,1043520,795950,46801,200769
2021-02-26,6050361,208189,143740,64449,5470944,178879,400538,3944168,2106193,0.047,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,139247,8710,60232,88644,101335,7076,19689,1099069,817161,46082,235826
2021-02-27,6198828,148467,108480,39987,5563755,183070,452003,4052648,2146180,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,92811,4191,51465,63656,72302,6710,12871,1133316,821846,45802,265668
2021-02-28,6306966,108138,83884,24254,5626128,187026,493812,4136532,2170434,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,62373,3956,41809,48225,53289,4281,6661,1155632,816927,46530,292175
2021-03-01,6501654,194688,145311,49377,5754741,196032,550881,4281843,2219811,0.051,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,128613,9006,57069,102521,77964,7799,13259,1189424,818414,46729,324281
2021-03-02,6720487,218833,165155,53678,5895263,205711,619513,4446998,2273489,0.053,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,140522,9679,68632,110086,94219,9601,14607,1241607,826483,49585,365539
2021-03-03,6962898,242411,174130,68281,6051736,219048,692114,4621128,2341770,0.056,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,156473,13337,72601,120669,101381,11624,17234,1309486,851182,55398,402906
2021-03-04,7205252,242354,179634,62720,6194459,232588,778205,4800762,2404490,0.058,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,142723,13540,86091,111264,109772,12386,15763,1363080,862762,62419,437899
2021-03-05,7472551,267299,200650,66649,6341511,245399,885641,5001412,2471139,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,147052,12811,107436,117945,125041,14949,15447,1422190,870567,66520,485103
2021-03-06,7674774,202223,152998,49225,6452158,253995,968621,5154410,2520364,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,110647,8596,82980,89511,94681,10430,9518,1475946,888403,70925,516618
2021-03-07,7825416,150642,115950,34692,6534932,260729,1029755,5270360,2555056,0.063,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,82774,6734,61134,71282,66068,8107,5565,1518450,908804,73703,535943
2021-03-08,8063872,238456,185917,52539,6670702,271730,1121440,5456277,2607595,0.066,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,135770,11001,91685,118828,95840,16349,12320,1562218,915961,75698,570559
2021-03-09,8314088,250216,195435,54781,6810951,284413,1218724,5651712,2662376,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,140249,12683,97284,120904,102416,17409,13547,1593601,915688,78702,599211
2021-03-10,8597189,283101,217613,65488,6968250,295958,1332981,5869325,2727864,0.071,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,157299,11545,114257,130888,113519,20726,18367,1634291,916514,76910,640867
2021-03-11,8878053,280864,219863,61001,7117337,309092,1451624,6089188,2788865,0.073,0.034,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,149087,13134,118643,128872,119872,21144,13619,1672801,922878,76504,673419
2021-03-12,9199353,321300,249820,71480,7269633,326389,1603331,6339008,2860345,0.076,0.034,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,152296,17297,151707,134014,151672,22677,15455,1726802,928122,80990,717690
2021-03-13,9445210,245857,196476,49381,7384170,336027,1725013,6535484,2909726,0.079,0.035,4181046,4240796,425293,1567511,2840453,3011727,316755,881879,1340593,1229069,108538,685632,114537,9638,121682,109562,112946,20510,8048,1770436,932012,82032,756392
2021-03-14,9616147,170937,134907,36030,7473688,341170,1801289,6670391,2945756,0.08,0.035,4266043,4307307,441408,1570975,2896461,3072888,331859,883676,1369582,1234419,109549,687299,89518,5143,76276,84997,66511,16115,3464,1790731,938756,80441,771534
2021-03-15,9863890,247743,188890,58853,7625658,353491,1884741,6859281,3004609,0.082,0.036,4400463,4391447,461474,1582289,2984151,3147219,350790,890548,1416312,1244228,110684,691741,151970,12321,83452,134420,84140,20066,11314,1800018,954956,81761,763301
2021-03-16,10044288,180398,113369,67029,7793170,364470,1886648,6972650,3071638,0.084,0.037,4527474,4426082,473886,1593025,3059300,3169255,361553,895647,1468174,1256827,112333,697378,167512,10979,1907,127011,34635,12412,10736,1730200,982219,80057,667924
2021-03-17,10248736,204448,125537,78911,7979108,381583,1888045,7098187,3150549,0.085,0.038,4672447,4463838,487350,1605072,3141952,3193652,373040,902175,1530495,1270186,114310,702897,185938,17113,1397,144973,37756,13464,12047,1651547,1010858,85625,555064
2021-03-18,10443063,194327,119531,74796,8154306,399141,1889616,7217718,3225345,0.087,0.039,4812398,4498757,499905,1615322,3222615,3215628,383588,907340,1589783,1283129,116317,707982,175198,17558,1571,139951,34919,12555,10250,1565010,1036969,90049,437992
2021-03-19,10684730,241667,159532,82135,8337998,418864,1927868,7377250,3307480,0.089,0.04,4961948,4563922,518114,1627194,3306761,3267408,399605,914537,1655187,1296514,118509,712657,183692,19723,38252,149550,65165,18209,11872,1485377,1068365,92475,324537
2021-03-20,10903359,218629,164754,53875,8473560,434044,1995755,7542004,3361355,0.091,0.04,5078536,4641917,537715,1633319,3379545,3337212,417708,917920,1698991,1304705,120007,715399,135562,15180,67887,116588,77995,19601,6125,1458149,1089390,98017,270742
2021-03-21,11068856,165497,126746,38751,8577638,443212,2048006,7668750,3400106,0.092,0.041,5171749,4694283,554274,1635819,3440184,3384099,433219,919244,1731565,1310184,121055,716575,104078,9168,52251,93213,52366,16559,2500,1452709,1103950,102042,246717
2021-03-22,11334148,265292,189068,76224,8742830,466737,2124581,7857818,3476330,0.094,0.042,5329624,4766248,576579,1645397,3534739,3445389,453483,925279,1794885,1320859,123096,720118,165192,23525,76575,157875,71965,22305,9578,1470258,1117172,113246,239840
2021-03-23,11631459,297311,213715,83596,8923527,486379,2221553,8071533,3559926,0.097,0.043,5490190,4854892,604288,1656865,3629814,3521119,478432,932910,1860376,1333773,125856,723955,180697,19642,96972,160566,88644,27709,11468,1587171,1130357,121909,334905
2021-03-24,11963439,331980,244179,87801,9120288,518916,2324235,8315712,3647727,0.1,0.044,5664852,4952071,635971,1672375,3732242,3605792,507202,944863,1932610,1346279,128769,727512,196761,32537,102682,174662,97179,31683,15510,1714703,1141180,137333,436190
2021-03-25,12297669,334230,254776,79454,9307709,544835,2445125,8570488,3727181,0.103,0.045,5830941,5060081,670798,1683452,3832663,3703768,539527,951994,1998278,1356313,131271,731458,187421,25919,120890,166089,108010,34827,11077,1854606,1153403,145694,555509
2021-03-26,12667895,370226,281582,88644,9509337,579723,2578835,8852070,3815825,0.106,0.046,6003833,5184282,710463,1698535,3933360,3816071,576057,962322,2070473,1368211,134406,736213,201628,34888,133710,172892,124201,39665,15083,1983165,1171339,160859,650967
2021-03-27,12952175,284280,220987,63293,9660292,606816,2685067,9073057,3879118,0.109,0.047,6147056,5279869,744190,1703356,4023632,3903670,607441,965464,2123424,1376199,136749,737892,150955,27093,106232,143223,95587,33727,4821,2048816,1186732,172772,689312
2021-03-28,13148017,195842,143089,52753,9777621,625336,2745060,9216146,3931871,0.111,0.047,6253046,5333384,768116,1706823,4085867,3950861,629648,967502,2167179,1382523,138468,739321,117329,18520,59993,105990,53515,23926,3467,2079161,1199983,182124,697054
2021-03-29,13454564,306547,217976,88571,9964859,650406,2839299,9434122,4020442,0.113,0.048,6418833,5404751,806706,1716518,4180272,4010842,665103,973637,2238561,1393909,141603,742881,187238,25070,94239,165787,71367,38590,9695,2120416,1222029,183669,714718
2021-03-30,13779036,324472,231754,92718,10178994,675805,2924237,9665876,4113160,0.116,0.049,6591913,5474211,853024,1727240,4280843,4069380,706095,981320,2311070,1404831,146929,745920,214135,25399,84938,173080,69460,46318,10722,2147577,1255467,189426,702684
2021-03-31,14116542,337506,234945,102561,10426774,713178,2976590,9900821,4215721,0.119,0.051,6774517,5538855,899988,1738789,4384637,4121392,747318,988525,2389880,1417463,152670,750264,247780,37373,52353,182604,64644,46964,11549,2153103,1306486,194262,652355
2021-04-01,14435479,318937,227224,91713,10659568,744762,3031149,10128045,4307434,0.122,0.052,6936269,5606629,944397,1747554,4476928,4175958,787230,994147,2459341,1430671,157167,753407,232794,31584,54559,161752,67774,44409,8765,2137810,1351859,199927,586024
2021-04-02,14664522,229043,157486,71557,10840628,761220,3062674,10285531,4378991,0.124,0.053,7067172,5654574,981393,1749910,4552089,4213818,820223,995356,2515083,1440756,161170,754554,181060,16458,31525,130903,47945,36996,2356,1996627,1331291,181497,483839
2021-04-03,14894308,229786,163697,66089,11012279,778278,3103751,10449228,4445080,0.126,0.053,7198861,5698683,1018737,1753036,4633025,4248782,853330,997097,2565836,1449901,165407,755939,171651,17058,41077,131689,44109,37344,3126,1942133,1351987,171462,418684
2021-04-04,15090093,195785,142247,53538,11147410,789370,3153313,10591475,4498618,0.127,0.054,7309766,5731715,1048001,1754173,4704262,4274251,879171,997551,2605504,1457464,168830,756622,135131,11092,49562,110905,33032,29264,1137,1942076,1369789,164034,408253
2021-04-05,15339665,249572,176158,73414,11315684,807258,3216723,10767633,4572032,0.129,0.055,7456036,5770066,1081529,1756372,4794323,4302940,907924,998846,2661713,1467126,173605,757526,168274,17888,63410,146270,38351,33528,2199,1885101,1350825,156852,377424
2021-04-06,15716983,377318,278160,99158,11573388,840160,3303435,11045793,4671190,0.133,0.056,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,257704,32902,86712,188890,56620,43111,5556,1937947,1394394,164355,379198
2021-04-07,16391609,674626,578435,96191,12113501,875426,3402682,11624228,4767381,0.14,0.057,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,540113,35266,99247,0,0,0,0,2275067,1686727,162248,426092
2021-04-08,17119098,727489,638605,88884,12683078,909849,3526171,12262833,4856265,0.147,0.058,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,569577,34423,123489,0,0,0,0,2683619,2023510,165087,495022
2021-04-09,17739190,620092,533393,86699,13169396,944208,3625586,12796226,4942964,0.154,0.059,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,486318,34359,99415,0,0,0,0,3074668,2328768,182988,562912
2021-04-10,18104385,365195,300429,64766,13413181,966486,3724718,13096655,5007730,0.157,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,243785,22278,99132,0,0,0,0,3210077,2400902,188208,620967
2021-04-11,18361642,257257,207384,49873,13578754,984456,3798432,13304039,5057603,0.16,0.061,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,165573,17970,73714,0,0,0,0,3271549,2431344,195086,645119
2021-04-12,18773554,411912,336090,75822,13855139,1012280,3906135,13640129,5133425,0.164,0.062,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,276385,27824,107703,0,0,0,0,3433889,2539455,205022,689412
2021-04-13,19341055,567501,494600,72901,14281686,1038374,4020995,14134729,5206326,0.17,0.063,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,426547,26094,114860,0,0,0,0,3624072,2708298,198214,717560
2021-04-14,20108105,767050,685188,81862,14895847,1068764,4143494,14819917,5288188,0.178,0.064,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,614161,30390,122499,0,0,0,0,3716496,2782346,193338,740812
2021-04-15,20772375,664270,596361,67909,15417625,1103466,4251284,15416278,5356097,0.185,0.064,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,521778,34702,107790,0,0,0,0,3653277,2734547,193617,725113
2021-04-16,21332342,559967,490074,69893,15831067,1130287,4370988,15906352,5425990,0.191,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,413442,26821,119704,0,0,0,0,3593152,2661671,186079,745402
